id_photo_original,id,plot,taxon_code,id_multi,,,
arch_18_lylu02_389.jpg,arch,18,lylu02,389,,,
arch_08_pano02_325.jpg,arch,8,pano02,325,,,
arch_11_pano02_353.jpg,arch,11,pano02,353,,,
arch_18_pano02_380.jpg,arch,18,pano02,380,,,
arch_18_ptpy01_392.jpg,arch,18,ptpy01,392,,,
arch_18_ptpy02_395.jpg,arch,18,ptpy02,395,,,
arch_18_qumi01_244.jpg,arch,18,qumi01,244,,,
arch_18_qumi02_374.jpg,arch,18,qumi02,374,,,
arch_18_qumi03_434.jpg,arch,18,qumi03,434,,,
arch_18_qumi04_460.jpg,arch,18,qumi04,460,,,
arch_18_scrh01_238.jpg,arch,18,scrh01,238,,,
arch_18_scrh02_371.jpg,arch,18,scrh02,371,,,
arch_18_scrh04­_404.jpg,arch,18,scrh04­,404,,,
arch_21_carph01_419.jpg,arch,21,carph01,419,,,
arch_21_carph02_422.jpg,arch,21,carph02,422,,,
arch_21_dicha01_265.jpg,arch,21,dicha01,265,,,
arch_21_dicha02_416.jpg,arch,21,dicha02,416,,,
arch_21_hyed01_259.jpg,arch,21,hyed01,259,,,
arch_21_hyed02_410.jpg,arch,21,hyed02,410,,,
arch_21_pano02_413.jpg,arch,21,pano02,413,,,
arch_28_pano02_440.jpg,arch,28,pano02,440,,,
arch_21_qumi01_256.jpg,arch,21,qumi01,256,,,
arch_21_qumi02_407.jpg,arch,21,qumi02,407,,,
arch_21_scrh01_253.jpg,arch,21,scrh01,253,,,
arch_21_scrh03_289.jpg,arch,21,scrh03,289,,,
arch_21_scrhhairy01_425.jpg,arch,21,scrhhairy01,425,,,
arch_21_scrhhairy02_428.jpg,arch,21,scrhhairy02,428,,,
arch_28_dicha01_280.jpg,arch,28,dicha01,280,,,
arch_28_dicha02_443.jpg,arch,28,dicha02,443,,,
arch_28_hyed01_274.jpg,arch,28,hyed01,274,,,
arch_28_hyed03_295(2).jpg,arch,28,hyed03,295(2),,,
arch_28_hyed03_295.jpg,arch,28,hyed03,295,,,
arch_18_pano04_463.jpg,arch,18,pano04,463,,,
arch_11_pano04_466.jpg,arch,11,pano04,466,,,
arch_28_qumi01_271.jpg,arch,28,qumi01,271,,,
arch_28_scrh01_268.jpg,arch,28,scrh01,268,,,
arch_28_scrh02_431.jpg,arch,28,scrh02,431,,,
arch_28_scrhhairy01_446.jpg,arch,28,scrhhairy01,446,,,
arch_28_scrhhairy02_449.jpg,arch,28,scrhhairy02,449,,,
arch_28_spiderpoint01_452.jpg,arch,28,spiderpoint01,452,,,
arch_28_spiderpoint02_455.jpg,arch,28,spiderpoint02,455,,,
lubb_05_bogr01_160.jpg,lubb,5,bogr01,160,,,
lubb_05_bogr02_012.jpg,lubb,5,bogr02,12,,,
lubb_05_chin01_154.jpg,lubb,5,chin01,154,,,
lubb_05_chin02_000.jpg,lubb,5,chin02,0,,,
lubb_05_saka02_003.jpg,lubb,5,saka02,3,,,
lubb_05_soel01_157.jpg,lubb,5,soel01,157,,,
lubb_05_soel02_009.jpg,lubb,5,soel02,9,,,
lubb_08_arhuh01_166.jpg,lubb,8,arhuh01,166,,,
lubb_08_arhuh02_169.jpg,lubb,8,arhuh02,169,,,
lubb_08_bogr01_163.jpg,lubb,8,bogr01,163,,,
lubb_08_bogr02_027.jpg,lubb,8,bogr02,27,,,
lubb_08_chin01_138.jpg,lubb,8,chin01,138,,,
lubb_08_chin02_015.jpg,lubb,8,chin02,15,,,
lubb_08_prgl02_146.jpg,lubb,8,prgl02,146,,,
lubb_08_prgl07_178.jpg,lubb,8,prgl07,178,,,
lubb_08_prgl08_181.jpg,lubb,8,prgl08,181,,,
lubb_08_prgl09_184.jpg,lubb,8,prgl09,184,,,
lubb_08_saka01_222.jpg,lubb,8,saka01,222,,,
lubb_08_saka02_018.jpg,lubb,8,saka02,18,,,
lubb_08_soel01_219.jpg,lubb,8,soel01,219,,,
lubb_08_soel02_149.jpg,lubb,8,soel02,149,,,
lubb_27_bogr01_135.jpg,lubb,27,bogr01,135,,,
lubb_27_bogr02_042.jpg,lubb,27,bogr02,42,,,
lubb_27_chin01_123(2).jpg,lubb,27,chin01,123(2),,,
lubb_27_chin01_123(3).jpg,lubb,27,chin01,123(3),,,
lubb_27_chin01_123.jpg,lubb,27,chin01,123,,,
lubb_27_chin02_030.jpg,lubb,27,chin02,30,,,
lubb_27_prgl01_126(2).jpg,lubb,27,prgl01,126(2),,,
lubb_27_prgl01_126(3).jpg,lubb,27,prgl01,126(3),,,
lubb_27_prgl01_126.jpg,lubb,27,prgl01,126,,,
lubb_27_prgl02_036.jpg,lubb,27,prgl02,36,,,
lubb_27_prgl03_150.jpg,lubb,27,prgl03,150,,,
lubb_27_prgl04_151.jpg,lubb,27,prgl04,151,,,
lubb_27_prgl05_172.jpg,lubb,27,prgl05,172,,,
lubb_27_prgl06_175.jpg,lubb,27,prgl06,175,,,
lubb_27_saka01_132.jpg,lubb,27,saka01,132,,,
lubb_27_saka02_033.jpg,lubb,27,saka02,33,,,
lubb_27_soel01_129.jpg,lubb,27,soel01,129,,,
lubb_27_soel02_039.jpg,lubb,27,soel02,39,,,
lubb_28_bogr02_057.jpg,lubb,28,bogr02,57,,,
lubb_28_chin01_117(3).jpg,lubb,28,chin01,117(3),,,
lubb_28_chin01_117.jpg,lubb,28,chin01,117,,,
lubb_28_chin02_045.jpg,lubb,28,chin02,45,,,
lubb_28_prgl01_120(2).jpg,lubb,28,prgl01,120(2),,,
lubb_28_prgl01_120.jpg,lubb,28,prgl01,120,,,
lubb_28_prgl02_051.jpg,lubb,28,prgl02,51,,,
lubb_28_saka02_048.jpg,lubb,28,saka02,48,,,
lubb_28_soel02_054.jpg,lubb,28,soel02,54,,,
lubb_29_bogr02_066.jpg,lubb,29,bogr02,66,,,
lubb_29_chin01_108(2).jpg,lubb,29,chin01,108(2),,,
lubb_29_chin01_108.jpg,lubb,29,chin01,108,,,
lubb_29_chin02_060.jpg,lubb,29,chin02,60,,,
lubb_29_saka01_111(2).jpg,lubb,29,saka01,111(2),,,
lubb_29_saka01_111.jpg,lubb,29,saka01,111,,,
lubb_29_saka02_063.jpg,lubb,29,saka02,63,,,
lubb_29_soel01_114(2).jpg,lubb,29,soel01,114(2),,,
lubb_29_soel01_114(3).jpg,lubb,29,soel01,114(3),,,
lubb_29_soel01_114.jpg,lubb,29,soel01,114,,,
lubb_29_soel02_069.jpg,lubb,29,soel02,69,,,
lubb_37_bogr01_105(1).jpg,lubb,37,bogr01,105(1),,,
lubb_37_bogr01_105(2).jpg,lubb,37,bogr01,105(2),,,
lubb_37_bogr01_105(3).jpg,lubb,37,bogr01,105(3),,,
lubb_37_bogr01_105.jpg,lubb,37,bogr01,105,,,
lubb_37_bogr02_081.jpg,lubb,37,bogr02,81,,,
lubb_37_chin01_090.jpg,lubb,37,chin01,90,,,
lubb_37_chin02_075.jpg,lubb,37,chin02,75,,,
lubb_37_chin02_093(3).jpg,lubb,37,chin02,093(3),,,
lubb_37_chin02_093.jpg,lubb,37,chin02,93,,,
lubb_37_prgl02_087.jpg,lubb,37,prgl02,87,,,
lubb_37_prgl03_141.jpg,lubb,37,prgl03,141,,,
lubb_37_saka01_102(2).jpg,lubb,37,saka01,102(2),,,
lubb_37_saka01_102.jpg,lubb,37,saka01,102,,,
lubb_37_saka02_078.jpg,lubb,37,saka02,78,,,
lubb_37_soel01_096(2).jpg,lubb,37,soel01,096(2),,,
lubb_37_soel01_096.jpg,lubb,37,soel01,96,,,
lubb_37_soel02_084.jpg,lubb,37,soel02,84,,,
lubb_37_soel02_099(2).jpg,lubb,37,soel02,099(2),,,
lubb_37_soel02_099.jpg,lubb,37,soel02,99,,,
lubb_37B2CH_chin01_090.jpg,lubb,37B2CH,chin01,90,,,
sevi_06_boer01_470_010.jpg,sevi,6,boer01,470,10,,
sevi_06_boer01_615_009.jpg,sevi,6,boer01,615,9,,
sevi_06_boer02_612_004.jpg,sevi,6,boer02,612,4,,
sevi_06_satr01_473_012.jpg,sevi,6,satr01,473,12,,
sevi_06_satr02_609_008.jpg,sevi,6,satr02,609,8,,
sevi_06_xasp01_476.jpg,sevi,6,xasp01,476,,,
sevi_06_xast02_606_006.jpg,sevi,6,xast02,606,6,,
sevi_06_xast02_606_007.jpg,sevi,6,xast02,606,7,,
sevi_08_boer01_485_003.jpg,sevi,8,boer01,485,3,,
sevi_08_boer02_627_044.jpg,sevi,8,boer02,627,44,,
sevi_08_poja01_497_002.jpg,sevi,8,poja01,497,2,,
sevi_08_poja03licor_482_003.jpg,sevi,8,poja03licor,482,3,,
sevi_08_poja03licor2_482_004.jpg,sevi,8,poja03licor2,482,4,,
sevi_08_poja03newleaf_482_005.jpg,sevi,8,poja03newleaf,482,5,,
sevi_08_poja03newleaf2_482_006.jpg,sevi,8,poja03newleaf2,482,6,,
sevi_12_boer01_500_001.jpg,sevi,12,boer01,500,1,,
sevi_12_boer02_642_047.jpg,sevi,12,boer02,642,47,,
sevi_12_poja01diffleaf_513_014.jpg,sevi,12,poja01diffleaf,513,14,,
sevi_12_poja01diffleaf_513_015.jpg,sevi,12,poja01diffleaf,513,15,,
sevi_12_poja01diffleaf_513_016.jpg,sevi,12,poja01diffleaf,513,16,,
sevi_12_poja01licorleaf_513_017.jpg,sevi,12,poja01licorleaf,513,17,,
sevi_12_poja02_645_049.jpg,sevi,12,poja02,645,49,,
sevi_15_boer01_516_042.jpg,sevi,15,boer01,516,42,,
sevi_15_boer02_600_043.jpg,sevi,15,boer02,600,43,,
sevi_15_poja01_528_007.jpg,sevi,15,poja01,528,7,,
sevi_15_poja02_594_027.jpg,sevi,15,poja02,594,27,,
sevi_15_poja03_639_050.jpg,sevi,15,poja03,639,50,,
sevi_15_satr01_519_028.jpg,sevi,15,satr01,519,28,,
sevi_15_satr02_597_029.jpg,sevi,15,satr02,597,29,,
sevi_17_boer01_531_013.jpg,sevi,17,boer01,531,13,,
sevi_17_boer02_624_045.jpg,sevi,17,boer02,624,45,,
sevi_17_poja_HODR_01_543_005.jpg,sevi,17,poja,HODR,1,543,5
sevi_17_satr01_534_011.jpg,sevi,17,satr01,534,11,,
sevi_17_satr02_621_051.jpg,sevi,17,satr02,621,51,,
sevi_17_xasp01_636_046.jpg,sevi,17,xasp01,636,46,,
sevi_17_xasp02_618_048.jpg,sevi,17,xasp02,618,48,,
sevi_22_boer01_546_041.jpg,sevi,22,boer01,546,41,,
sevi_22_boer02_561_017.jpg,sevi,22,boer02,561,17,,
sevi_22_hodr01_573_033.jpg,sevi,22,hodr01,573,33,,
sevi_22_hodr02_576_016.jpg,sevi,22,hodr02,576,16,,
sevi_22_spfl01_567_038.jpg,sevi,22,spfl01,567,38,,
sevi_22_spfl02_570_039.jpg,sevi,22,spfl02,570,39,,
sevi_25_soel01_494_011.jpg,sevi,25,soel01,494,11,,
sevi_25_soel01_540_009.jpg,sevi,25,soel01,540,9,,
sevi_25_soel02_525_010.jpg,sevi,25,soel02,525,10,,
sevi_25_soel04_585_019.jpg,sevi,25,soel04,585,19,,
sevi_35_boer01_552_037.jpg,sevi,35,boer01,552,37,,
sevi_35_poja01_558_008.jpg,sevi,35,poja01,558,8,,
sevi_35_satr01_488_034.jpg,sevi,35,satr01,488,34,,
sevi_35_satr03_504_026.jpg,sevi,35,satr03,504,26,,
sevi_35_satr03_549_021.jpg,sevi,35,satr03,549,21,,
sevi_35_satr04_522_036.jpg,sevi,35,satr04,522,36,,
sevi_35_satr05_630_035.jpg,sevi,35,satr05,630,35,,
sevi_35_satr06_633_030.jpg,sevi,35,satr06,633,30,,
sevi_35_soel01_479_013.jpg,sevi,35,soel01,479,13,,
sevi_35_soel02_510_012.jpg,sevi,35,soel02,510,12,,
sevi_35_soel03_591_023.jpg,sevi,35,soel03,591,23,,
sevi_35_soel04_588_025.jpg,sevi,35,soel04,588,25,,
sevi_39_boer01_491_040.jpg,sevi,39,boer01,491,40,,
sevi_39_poja01_537_022.jpg,sevi,39,poja01,537,22,,
sevi_39_satr01_507_031.jpg,sevi,39,satr01,507,31,,
sevi_39_soel01_579_018.jpg,sevi,39,soel01,579,18,,
sevi_39_soel02_582_020.jpg,sevi,39,soel02,582,20,,
sevi_40_poja01_564_032.jpg,sevi,40,poja01,564,32,,
sevi_40_soel01_555_015.jpg,sevi,40,soel01,555,15,,
sevi_40_soel02_603_024.jpg,sevi,40,soel02,603,24,,
temple_01_2plantgate01_110.jpg,temple,1,2plantgate01,110,,,
temple_01_2plantgate02_107.jpg,temple,1,2plantgate02,107,,,
temple_01_amtr01_003.jpg,temple,1,amtr01,3,,,
temple_01_amtr02_006.jpg,temple,1,amtr02,6,,,
temple_01_amtr03_009.jpg,temple,1,amtr03,9,,,
temple_01_amtr04_069.jpg,temple,1,amtr04,69,,,
temple_01_cien01_089.jpg,temple,1,cien01,89,,,
temple_01_cien02_092.jpg,temple,1,cien02,92,,,
temple_01_coca01_072.jpg,temple,1,coca01,72,,,
temple_01_coer01_095.jpg,temple,1,coer01,95,,,
temple_01_coer02_098.jpg,temple,1,coer02,98,,,
temple_01_eude01_039.jpg,temple,1,eude01,39,,,
temple_01_eupba01_113.jpg,temple,1,eupba01,113,,,
temple_01_eupba02_116.jpg,temple,1,eupba02,116,,,
temple_01_eupha01_113.jpg,temple,1,eupha01,113,,,
temple_01_gapu01_101.jpg,temple,1,gapu01,101,,,
temple_01_gapu02_104.jpg,temple,1,gapu02,104,,,
temple_01_gate01_084.jpg,temple,1,gate01,84,,,
temple_01_gate02_087.jpg,temple,1,gate02,87,,,
temple_01_grass01_119.jpg,temple,1,grass01,119,,,
temple_01_grass02_122.jpg,temple,1,grass02,122,,,
temple_01_moci01_057.jpg,temple,1,moci01,57,,,
temple_01_moci02_060.jpg,temple,1,moci02,60,,,
temple_01_pape01_078.jpg,temple,1,pape01,78,,,
temple_01_pape02_081.jpg,temple,1,pape02,81,,,
temple_01_phmo01_125.jpg,temple,1,phmo01,125,,,
temple_01_phmo02_128.jpg,temple,1,phmo02,128,,,
temple_01_rutr01_021.jpg,temple,1,rutr01,21,,,
temple_01_rutr02_024.jpg,temple,1,rutr02,24,,,
temple_01_rutr02_027.jpg,temple,1,rutr02,27,,,
temple_01_scsc01_012.jpg,temple,1,scsc01,12,,,
temple_01_scsc02_015.jpg,temple,1,scsc02,15,,,
temple_01_scsc03_018.jpg,temple,1,scsc03,18,,,
temple_01_scsc04_075.jpg,temple,1,scsc04,75,,,
temple_01_soha01_066.jpg,temple,1,soha01,66,,,
temple_01_soha02_063.jpg,temple,1,soha02,63,,,
temple_01_spco01_030.jpg,temple,1,spco01,30,,,
temple_01_spco01_033.jpg,temple,1,spco01,33,,,
temple_01_spco02_033.jpg,temple,1,spco02,33,,,
temple_01_toar01_006.jpg,temple,1,toar01,6,,,
temple_01_toar02_045.jpg,temple,1,toar02,45,,,
temple_01_trbr01_048.jpg,temple,1,trbr01,48,,,
temple_01_trbr02_051.jpg,temple,1,trbr02,51,,,
temple_01_trbr03_054.jpg,temple,1,trbr03,54,,,
temple_028_amtr01_013.jpg,temple,28,amtr01,13,,,
temple_08_amtr01_019.jpg,temple,8,amtr01,19,,,
temple_08_amtr02_022.jpg,temple,8,amtr02,22,,,
temple_08_coca01_025.jpg,temple,8,coca01,25,,,
temple_08_coca02_028.jpg,temple,8,coca02,28,,,
temple_08_moci01_031.jpg,temple,8,moci01,31,,,
temple_08_moci02_034.jpg,temple,8,moci02,34,,,
temple_08_pape01_037.jpg,temple,8,pape01,37,,,
temple_08_pape02_040.jpg,temple,8,pape02,40,,,
temple_08_scsc01_013.jpg,temple,8,scsc01,13,,,
temple_08_scsc02_016.jpg,temple,8,scsc02,16,,,
temple_08_soha01_007.jpg,temple,8,soha01,7,,,
temple_08_soha02_010.jpg,temple,8,soha02,10,,,
temple_08_toar01_001.jpg,temple,8,toar01,1,,,
temple_08_toar02_004.jpg,temple,8,toar02,4,,,
temple_11_amtr01_007.jpg,temple,11,amtr01,7,,,
temple_11_amtr02_010.jpg,temple,11,amtr02,10,,,
temple_11_coca01_019.jpg,temple,11,coca01,19,,,
temple_11_coca02_022.jpg,temple,11,coca02,22,,,
temple_11_moci01_031.jpg,temple,11,moci01,31,,,
temple_11_moci02_034.jpg,temple,11,moci02,34,,,
temple_11_pste01_037.jpg,temple,11,pste01,37,,,
temple_11_pste02_040.jpg,temple,11,pste02,40,,,
temple_11_scsc01_013.jpg,temple,11,scsc01,13,,,
temple_11_scsc02_016.jpg,temple,11,scsc02,16,,,
temple_11_soha01_001.jpg,temple,11,soha01,1,,,
temple_11_soha02_004.jpg,temple,11,soha02,4,,,
temple_11_sonu01_043.jpg,temple,11,sonu01,43,,,
temple_11_sonu02_046.jpg,temple,11,sonu02,46,,,
temple_11_toar01_025.jpg,temple,11,toar01,25,,,
temple_11_toar02_028.jpg,temple,11,toar02,28,,,
temple_18_amtr01_015.jpg,temple,18,amtr01,15,,,
temple_18_amtr02_016.jpg,temple,18,amtr02,16,,,
temple_18_coca01_019.jpg,temple,18,coca01,19,,,
temple_18_coca02_022.jpg,temple,18,coca02,22,,,
temple_18_gate01_031.jpg,temple,18,gate01,31,,,
temple_18_gate02_034.jpg,temple,18,gate02,34,,,
temple_18_mipl01_037.jpg,temple,18,mipl01,37,,,
temple_18_mipl02_040.jpg,temple,18,mipl02,40,,,
temple_18_mipl03_043.jpg,temple,18,mipl03,43,,,
temple_18_mipl04_004(actuall 046 (02)).jpg,temple,18,mipl04,004(actuall 046 (02)),,,
temple_18_mipl04_046.jpg,temple,18,mipl04,46,,,
temple_18_scsc01_007.jpg,temple,18,scsc01,7,,,
temple_18_scsc02_010.jpg,temple,18,scsc02,10,,,
temple_18_soha01_001.jpg,temple,18,soha01,1,,,
temple_18_soha02_004.jpg,temple,18,soha02,4,,,
temple_18_toar01_025.jpg,temple,18,toar01,25,,,
temple_18_toar02_028.jpg,temple,18,toar02,28,,,
temple_21_amtr01_013.jpg,temple,21,amtr01,13,,,
temple_21_amtr02_016.jpg,temple,21,amtr02,16,,,
temple_21_coca01_019.jpg,temple,21,coca01,19,,,
temple_21_coca02_022.jpg,temple,21,coca02,22,,,
temple_21_gapu01_031.jpg,temple,21,gapu01,31,,,
temple_21_gapu02_034.jpg,temple,21,gapu02,34,,,
temple_21_mipl02_037.jpg,temple,21,mipl02,37,,,
temple_21_mipl02_040.jpg,temple,21,mipl02,40,,,
temple_21_mipl03_043.jpg,temple,21,mipl03,43,,,
temple_21_mipl04_046.jpg,temple,21,mipl04,46,,,
temple_21_scsc01_007.jpg,temple,21,scsc01,7,,,
temple_21_scsc02_010.jpg,temple,21,scsc02,10,,,
temple_21_soha01_001.jpg,temple,21,soha01,1,,,
temple_21_soha02_004.jpg,temple,21,soha02,4,,,
temple_21_toar01_025.jpg,temple,21,toar01,25,,,
temple_21_toar02_028.jpg,temple,21,toar02,28,,,
temple_28_amtr01_013.jpg,temple,28,amtr01,13,,,
temple_28_amtr02_016.jpg,temple,28,amtr02,16,,,
temple_28_coca01_019.jpg,temple,28,coca01,19,,,
temple_28_coca02_022.jpg,temple,28,coca02,22,,,
temple_28_scsc01_007.jpg,temple,28,scsc01,7,,,
temple_28_scsc02_010.jpg,temple,28,scsc02,10,,,
temple_28_soha01_003.jpg,temple,28,soha01,3,,,
temple_28_soha02_004.jpg,temple,28,soha02,4,,,
temple_28_toar01_025.jpg,temple,28,toar01,25,,,
temple_28_toar02_028.jpg,temple,28,toar02,28,,,
