site_code,block,block_sevi.update,plot
tyso.us,2,2,16
tyso.us,2,2,17
tyso.us,2,2,18
tyso.us,2,2,19
tyso.us,2,2,20
tyso.us,3,3,21
tyso.us,3,3,22
tyso.us,3,3,23
tyso.us,3,3,24
tyso.us,3,3,25
tyso.us,3,3,26
tyso.us,3,3,27
tyso.us,3,3,28
tyso.us,3,3,29
tyso.us,3,3,30
tyso.us,4,4,31
tyso.us,4,4,32
tyso.us,4,4,33
tyso.us,4,4,34
tyso.us,4,4,35
tyso.us,4,4,36
tyso.us,4,4,37
tyso.us,4,4,38
tyso.us,4,4,39
tyso.us,4,4,40
ucsc.us,1,1,1
ucsc.us,1,1,2
ucsc.us,1,1,3
ufrec.us,1,1,1
ufrec.us,1,1,2
ufrec.us,1,1,3
ufrec.us,1,1,4
ufrec.us,1,1,5
ufrec.us,1,1,6
ufrec.us,1,1,7
ufrec.us,1,1,8
ufrec.us,1,1,25
ufrec.us,1,1,26
ufrec.us,2,2,9
ufrec.us,2,2,10
ufrec.us,2,2,11
ufrec.us,2,2,12
ufrec.us,2,2,13
ufrec.us,2,2,14
ufrec.us,2,2,15
ufrec.us,2,2,16
ufrec.us,2,2,27
ufrec.us,2,2,28
ufrec.us,3,3,17
ufrec.us,3,3,18
ufrec.us,3,3,19
ufrec.us,3,3,20
ufrec.us,3,3,21
ufrec.us,3,3,22
ufrec.us,3,3,23
ufrec.us,3,3,24
ufrec.us,3,3,29
ufrec.us,3,3,30
ukul.za,1,1,1
ukul.za,1,1,2
ukul.za,1,1,3
ukul.za,1,1,4
ukul.za,1,1,5
ukul.za,1,1,6
ukul.za,1,1,7
ukul.za,1,1,8
ukul.za,1,1,9
ukul.za,1,1,10
ukul.za,2,2,11
ukul.za,2,2,12
ukul.za,2,2,13
ukul.za,2,2,14
ukul.za,2,2,15
ukul.za,2,2,16
ukul.za,2,2,17
ukul.za,2,2,18
ukul.za,2,2,19
ukul.za,2,2,20
ukul.za,3,3,21
ukul.za,3,3,22
ukul.za,3,3,23
ukul.za,3,3,24
ukul.za,3,3,25
ukul.za,3,3,26
ukul.za,3,3,27
ukul.za,3,3,28
ukul.za,3,3,29
ukul.za,3,3,30
unc.us,1,1,1
unc.us,1,1,2
unc.us,1,1,3
unc.us,1,1,4
unc.us,1,1,5
unc.us,1,1,6
unc.us,1,1,7
unc.us,1,1,9
unc.us,1,1,10
unc.us,1,1,28
unc.us,2,2,11
unc.us,2,2,12
unc.us,2,2,13
unc.us,2,2,14
unc.us,2,2,15
unc.us,2,2,16
unc.us,2,2,17
unc.us,2,2,18
unc.us,2,2,19
unc.us,2,2,20
unc.us,3,3,8
unc.us,3,3,21
unc.us,3,3,22
unc.us,3,3,23
unc.us,3,3,24
unc.us,3,3,25
unc.us,3,3,26
unc.us,3,3,27
unc.us,3,3,29
unc.us,3,3,30
uwo.ca,1,1,1
uwo.ca,1,1,2
uwo.ca,1,1,3
uwo.ca,1,1,4
uwo.ca,1,1,5
uwo.ca,1,1,6
uwo.ca,1,1,7
uwo.ca,1,1,8
uwo.ca,1,1,9
uwo.ca,1,1,10
uwo.ca,2,2,11
uwo.ca,2,2,12
uwo.ca,2,2,13
uwo.ca,2,2,14
uwo.ca,2,2,15
uwo.ca,2,2,16
uwo.ca,2,2,17
uwo.ca,2,2,18
uwo.ca,2,2,19
uwo.ca,2,2,20
uwo.ca,3,3,21
uwo.ca,3,3,22
uwo.ca,3,3,23
uwo.ca,3,3,24
uwo.ca,3,3,25
uwo.ca,3,3,26
uwo.ca,3,3,27
uwo.ca,3,3,28
uwo.ca,3,3,29
uwo.ca,3,3,30
valm.ch,1,1,1
valm.ch,1,1,2
valm.ch,1,1,3
valm.ch,1,1,4
valm.ch,1,1,5
valm.ch,1,1,6
valm.ch,1,1,7
valm.ch,1,1,8
valm.ch,1,1,9
valm.ch,1,1,10
valm.ch,2,2,11
valm.ch,2,2,12
valm.ch,2,2,13
valm.ch,2,2,14
valm.ch,2,2,15
valm.ch,2,2,16
valm.ch,2,2,17
valm.ch,2,2,18
valm.ch,2,2,19
valm.ch,2,2,20
valm.ch,3,3,21
valm.ch,3,3,22
valm.ch,3,3,23
valm.ch,3,3,24
valm.ch,3,3,25
valm.ch,3,3,26
valm.ch,3,3,27
valm.ch,3,3,28
valm.ch,3,3,29
valm.ch,3,3,30
vass.se,1,1,1
vass.se,1,1,2
vass.se,1,1,3
vass.se,1,1,4
vass.se,1,1,5
vass.se,1,1,6
vass.se,1,1,7
vass.se,1,1,8
vass.se,1,1,9
vass.se,1,1,10
yarra.au,1,1,1
yarra.au,1,1,2
yarra.au,1,1,3
yarra.au,1,1,4
yarra.au,1,1,5
yarra.au,1,1,6
yarra.au,1,1,7
yarra.au,1,1,8
yarra.au,1,1,9
yarra.au,1,1,10
yarra.au,2,2,13
yarra.au,2,2,16
yarra.au,2,2,17
yarra.au,2,2,18
yarra.au,2,2,19
yarra.au,2,2,20
yarra.au,2,2,21
yarra.au,2,2,22
yarra.au,2,2,23
yarra.au,2,2,24
yarra.au,3,3,25
yarra.au,3,3,26
yarra.au,3,3,28
yarra.au,3,3,29
yarra.au,3,3,31
yarra.au,3,3,32
yarra.au,3,3,33
yarra.au,3,3,34
yarra.au,3,3,35
yarra.au,3,3,36
yarra.au,4,4,39
yarra.au,4,4,40
yarra.au,4,4,41
yarra.au,4,4,42
yarra.au,4,4,43
yarra.au,4,4,44
yarra.au,4,4,45
yarra.au,4,4,46
yarra.au,4,4,47
yarra.au,4,4,48
