"","sampleID","Kartez","family","genus_new","species_new","genus_old","species_old","Native","PhotoPath","LifeHistory","FunctionalGroup","site","lf_sum_area","lf_n_pieces","lf_whole_ind","lf_wet_mass","lf_dry_mass","sla","ldmc","lf_petiole_ind","lf_iso_mass","lf_iso_d15N","lf_iso_d13C","lf_iso_pN","lf_iso_pC","taxon","mean.c.percent_taxon","mean.n.value_taxon"
"217","58","PEAN","Asteraceae","Pectis","angustifolia","Pectis","angustifolia","y","C4","a","f","core_PJ",1.97225412,5,TRUE,0.054,0.007,281.7505886,0.12962963,FALSE,1.808,3.388528571,-15.24371429,2.00019019,42.54563338,"Pectis angustifolia",43.6890597133333,1.93012403166667
"218","69","PEAN","Asteraceae","Pectis","angustifolia","Pectis","angustifolia","y","C4","a","f","core_PJ",1.24902976,5,TRUE,0.0373,0.0054,231.3018074,0.144772118,FALSE,0.62,-0.140888889,-16.03591111,1.739533495,43.90481574,"Pectis angustifolia",43.6890597133333,1.93012403166667
"219","435","PEFE","Scrophulariaceae","Penstemon","fendleri","Penstemon","fendleri","y","C3","p","f","core_blue",26.9160752,5,TRUE,1.0741,0.2625,102.5374293,0.244390653,FALSE,3.186,0.956528571,-30.37371429,1.662207362,49.48024616,"Penstemon fendleri",49.7360273366667,1.825556241
"220","436","PEFE","Scrophulariaceae","Penstemon","fendleri","Penstemon","fendleri","y","C3","p","f","core_blue",24.70446672,5,TRUE,0.9631,0.2308,107.0384173,0.23964282,FALSE,3.014,-1.348471429,-30.36771429,1.755157577,49.80386368,"Penstemon fendleri",49.7360273366667,1.825556241
"221","437","PEFE","Scrophulariaceae","Penstemon","fendleri","Penstemon","fendleri","y","C3","p","f","core_blue",17.72448068,5,TRUE,0.6409,0.1451,122.153554,0.226400374,FALSE,3.065,-1.433471429,-30.42371429,2.059303784,49.92397217,"Penstemon fendleri",49.7360273366667,1.825556241
"222","721","PHCR","Hydrophyllaceae","Phacelia","crenulata","Phacelia","crenulata","y","C3","a","f","core_black",1.7645126,9,TRUE,0.0619,0.0088,200.5127955,0.142164782,FALSE,3.032,2.201444444,-28.94455556,2.737026086,46.09906716,"Phacelia crenulata",44.11687858,2.469218495
"223","722","PHCR","Hydrophyllaceae","Phacelia","crenulata","Phacelia","crenulata","y","C3","a","f","core_black",1.55999688,6,TRUE,0.0814,0.0101,154.4551366,0.124078624,FALSE,3.022,2.665444444,-26.10155556,2.315994374,40.98087442,"Phacelia crenulata",44.11687858,2.469218495
"224","723","PHCR","Hydrophyllaceae","Phacelia","crenulata","Phacelia","crenulata","y","C3","a","f","core_black",1.9903186,6,TRUE,0.106,0.0119,167.2536639,0.112264151,FALSE,3.205,3.174444444,-29.42755556,2.354635025,45.27069416,"Phacelia crenulata",44.11687858,2.469218495
"225","142","LEFE","Brassicaceae","Physaria","fendleri","Physaria","fendleri","y","C3","p","f","core_creosote",2.27935028,10,TRUE,0.0695,0.0214,106.5116953,0.307913669,FALSE,3.244,-1.8299625,-26.866375,1.010605615,37.66065688,"Physaria fendleri",39.35913853,2.111312771
"226","145","LEFE","Brassicaceae","Physaria","fendleri","Physaria","fendleri","y","C3","p","f","core_creosote",2.22386652,5,TRUE,0.0689,0.0183,121.5227607,0.265602322,FALSE,3.178,3.9126375,-27.456375,2.965477362,39.05881022,"Physaria fendleri",39.35913853,2.111312771
"227","291","LEFE","Brassicaceae","Physaria","fendleri","Physaria","fendleri","y","C3","p","f","core_creosote",2.27870512,10,TRUE,0.0875,0.0161,141.5344795,0.184,FALSE,3.229,3.3430375,-27.214375,2.357855336,41.35794849,"Physaria fendleri",39.35913853,2.111312771
"228","72","LEPI3","Brassicaceae","Physaria","pinetorum","Physaria","pinetorum","y","C3","p","f","core_PJ",11.91804068,5,TRUE,0.5451,0.1103,108.0511394,0.202348193,FALSE,3.201,-1.4689625,-27.771375,1.692725991,37.060679,"Physaria pinetorum",39.48551015,2.618635759
"229","86","LEPI3","Brassicaceae","Physaria","pinetorum","Physaria","pinetorum","y","C3","p","f","core_PJ",6.96708284,5,TRUE,0.237,0.0551,126.4443347,0.232489451,FALSE,3.222,0.6326375,-27.687375,3.204583585,41.04118376,"Physaria pinetorum",39.48551015,2.618635759
"230","87","LEPI3","Brassicaceae","Physaria","pinetorum","Physaria","pinetorum","y","C3","p","f","core_PJ",10.6709464,5,TRUE,0.4051,0.0913,116.8778357,0.22537645,FALSE,3.163,1.3745375,-28.121375,2.958597701,40.35466769,"Physaria pinetorum",39.48551015,2.618635759
"231","470","PLPA2","Plantaginaceae","Plantago","patagonica","Plantago","patagonica","y","C3","a","f","core_black",1.02064312,8,TRUE,0.029,0.0066,154.642897,0.227586207,FALSE,3.091,2.907733333,-28.70966667,2.087917631,45.66393068,"Plantago patagonica",44.8887427666667,1.8764236985
"232","471","PLPA2","Plantaginaceae","Plantago","patagonica","Plantago","patagonica","y","C3","a","f","core_black",1.55548076,7,TRUE,0.0512,0.0088,176.7591773,0.171875,FALSE,3.288,4.084133333,-29.16166667,2.914344767,46.33051197,"Plantago patagonica",44.8887427666667,1.8764236985
"233","472","PLPA2","Plantaginaceae","Plantago","patagonica","Plantago","patagonica","y","C3","a","f","core_black",0.92128848,7,TRUE,0.0196,0.0042,219.3544,0.214285714,FALSE,1.295,2.541333333,-28.35166667,2.868355884,45.0062857,"Plantago patagonica",44.8887427666667,1.8764236985
"234","724","PLPA2","Plantaginaceae","Plantago","patagonica","Plantago","patagonica","y","C3","a","f","core_blue",5.86643988,4,TRUE,0.2622,0.057,102.9199979,0.217391304,FALSE,3.2,0.998444444,-28.07155556,1.685261929,44.42527047,"Plantago patagonica",44.8887427666667,1.8764236985
"235","725","PLPA2","Plantaginaceae","Plantago","patagonica","Plantago","patagonica","y","C3","a","f","core_blue",4.67870032,3,TRUE,0.1655,0.0339,138.0147587,0.204833837,FALSE,3.084,0.205444444,-27.58155556,0.819000781,44.99734505,"Plantago patagonica",44.8887427666667,1.8764236985
"236","726","PLPA2","Plantaginaceae","Plantago","patagonica","Plantago","patagonica","y","C3","a","f","core_blue",6.95030868,5,TRUE,0.3024,0.0761,91.33125729,0.251653439,FALSE,3.057,1.302444444,-28.24055556,0.883661199,42.90911273,"Plantago patagonica",44.8887427666667,1.8764236985
"237","2020A_14","POJA5","Fabaceae","Pomaria","jamesii","Pomaria","jamesii","y","C3","p","f","core_black",2.387092,15,TRUE,0.075,0.017,140.4171765,0.226666667,FALSE,6.011,-0.1,-27.3,2.8,44,"Pomaria jamesii",44,2.8
"238","428","POHA5","Portulacaceae","Portulaca","halimoides","Portulaca","halimoides","y","C4","a","f","core_blue",1.50902924,10,TRUE,0.1097,0.0058,260.1774552,0.052871468,FALSE,2.562,5.321933333,-13.86266667,2.859571853,43.56932254,"Portulaca halimoides",43.56932254,2.859571853
"239","180","POOL","Portulacaceae","Portulaca","oleracea","Portulaca","oleracea","y","C4","a","f","core_blue",3.03160684,5,TRUE,0.2036,0.0123,246.4721008,0.060412574,FALSE,2.731,5.592533333,-13.13266667,2.020363682,37.37183911,"Portulaca oleracea",36.08174735,1.84870355066667
"240","181","POOL","Portulacaceae","Portulaca","oleracea","Portulaca","oleracea","y","C4","a","f","core_blue",5.71031116,5,TRUE,0.3603,0.033,173.0397321,0.091590341,FALSE,3.181,7.136533333,-12.73766667,1.994456543,35.33363012,"Portulaca oleracea",36.08174735,1.84870355066667
"241","182","POOL","Portulacaceae","Portulaca","oleracea","Portulaca","oleracea","y","C4","a","f","core_blue",2.25870516,5,TRUE,0.1451,0.0113,199.8854124,0.077877326,FALSE,2.875,4.247533333,-12.57466667,1.531290427,35.53977282,"Portulaca oleracea",36.08174735,1.84870355066667
"242","325","RHTR","Anacardiaceae","Rhus","trilobata","Rhus","trilobata","y","C3","p","s","core_PJ",18.22706032,5,TRUE,0.334,0.1202,151.6394369,0.35988024,FALSE,3.255,-4.477466667,-26.95866667,1.274198237,49.231831,"Rhus trilobata",49.03141461,1.38297214666667
"243","326","RHTR","Anacardiaceae","Rhus","trilobata","Rhus","trilobata","y","C3","p","s","core_PJ",16.80512768,5,TRUE,0.2533,0.082,204.9405815,0.323726806,FALSE,3.21,-2.193466667,-27.87366667,1.427523,48.71185563,"Rhus trilobata",49.03141461,1.38297214666667
"244","327","RHTR","Anacardiaceae","Rhus","trilobata","Rhus","trilobata","y","C3","p","s","core_PJ",19.19802612,5,TRUE,0.2756,0.0903,212.6027256,0.327648766,FALSE,3.147,-2.455466667,-28.14066667,1.447195203,49.1505572,"Rhus trilobata",49.03141461,1.38297214666667
"245","419","SATR12","Chenopodiaceae","Salsola","kali","Salsola","tragus","n","C4","a","f","core_blue",2.09677,10,TRUE,0.1251,0.0184,113.9548913,0.147082334,FALSE,3.165,6.631533333,-14.04066667,1.853149235,35.75551489,"Salsola kali",35.5419830466667,1.34598144666667
"246","420","SATR12","Chenopodiaceae","Salsola","kali","Salsola","tragus","n","C4","a","f","core_blue",1.5225776,10,TRUE,0.082,0.0175,87.00443429,0.213414634,FALSE,3.176,5.757533333,-14.97066667,0.819626437,36.55133488,"Salsola kali",35.5419830466667,1.34598144666667
