"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
11,NA,1655210098.5,50,2022-06-14 07:34:58,07:34:58,5,"tmpl.us_block1_plot1_schiz","stan",1655211556.07742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.886037211309,305.607684848485,-3.36757791896976,66.1190884114043,0,26.007010537697,26.3688327272727,6.290747216725e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211556.07742,416.603489768076,415.9523526603,26.4353648703956,25.5824676671214,419.262819918145,26.5561257162347,500.471132332878,99.3901509549795,0.0955549753069577,33.6739590040928,33.8135985675307,999.9,0,0,10000.3914938609,0,244.272773738063,0.651118587312414,427.924126875853,426.871083219645,0.852896545020464,415.9523526603,25.5824676671214,2.62741422237381,2.54264830832197,21.8360372442019,21.3000954979536,2000.00034106412,0.980001517735334,0.0199988019781719,0,2.13160286493861,0,21567.1730013643,16749.4712824011,39.2094215552524,39.5843881309686,39.0423901773533,38.88808526603,38.9470634379263,1960.0038744884,39.9969781718963,0,1655210098.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,0.661241955525606,-0.00625966124324383,19.753056035217,1,0.852255785714286,0.00017661841163921,0.656058563173195,1,2,2,"2/2",2.98013,2.7062,0.0784886,0.0721586,0.125194,0.121473,29132.3,29433.3,29397.4,29347.3,34071.4,34234,41421.3,41793.4,1.95503,2.01702,0.148792,0,31.5337,999.9,72.7,28.5,28.5735,63.4604,31.5705,1,0.123432,-1.95564,20.3706,5.21714,12.0099,4.9886,3.28818,3433.4,9999,9999,63.4,1.86707,1.86609,1.86565,1.86554,1.86737,1.86992,1.86856,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.302,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.1,38550.8,0.710449,2.2229,1.39648,2.30225,1.49536,2.25708,33.3335,15.8832,18,512.332,539.884,33.8157,29.0454,30.0004,28.8188,28.7051,14.2339,12.4521,100,33.8201,252.763,25.9898,100.548,100.4
12,NA,1655210103.5,55,2022-06-14 07:35:03,07:35:03,5,"tmpl.us_block1_plot1_schiz","stan",1655211547.19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.982192502137,288.762345454545,-3.36750862375359,66.1190884114043,0,26.0083565531918,26.3712775757576,-1.20859719690237e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211547.19898,415.816939661017,415.028274576271,26.4349714576271,25.585069559322,418.473934237288,26.5557332881356,500.470576271186,99.3902284067797,0.0955813959322034,33.6730472542373,33.8144049491525,999.9,0,0,10000.4466508475,0,244.60665579661,0.788645389152542,427.116046779661,425.92348,0.849901198644068,415.028274576271,25.585069559322,2.62737715932203,2.54290890847458,21.8358185084746,21.3017671864407,2000.00047457627,0.980001541016949,0.0199987791864407,0,2.1319220338983,0,21477.1299525424,16749.4726101695,39.2111945762712,39.586539661017,39.044419661017,38.8899091525424,38.9485274576271,1960.00404067797,39.9969423728814,0,1655210103.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,0.812888461847389,-0.00635083193644107,19.7733238789068,1,0.848975388888889,0.00017858497339202,0.655079256417847,1,2,2,"2/2",2.98004,2.70585,0.0748933,0.0686759,0.125198,0.121483,29245.5,29543.9,29396.9,29347.3,34070.9,34233.5,41421,41793.2,1.95483,2.01715,0.149056,0,31.5303,999.9,72.7,28.5,28.5745,63.3804,31.7869,1,0.123552,-1.95506,20.3706,5.21684,12.0099,4.9881,3.28825,3433.4,9999,9999,63.4,1.86707,1.86611,1.86563,1.86554,1.86737,1.86994,1.86855,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.252,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.2,38550.9,0.673828,2.22656,1.39648,2.30347,1.49536,2.27417,33.3559,15.8832,18,512.227,540.003,33.8579,29.0485,30.0003,28.8219,28.7081,13.4948,12.4521,100,33.8594,230.707,25.9898,100.547,100.4
13,NA,1655210108.5,60,2022-06-14 07:35:08,07:35:08,5,"tmpl.us_block1_plot1_schiz","stan",1655211538.45856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.255121035453,272.517521212121,-3.24631835144924,66.1190884114043,0,26.0104509290237,26.3773539393939,0.00010586915967711,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211538.45856,414.942738544474,414.019981132075,26.4346074797844,25.5876500673855,417.597130053908,26.5553702156334,500.469605121294,99.3903064016172,0.0956075510107817,33.6721836927224,33.8151531671159,999.9,0,0,10000.4350943396,0,244.934725269542,0.92273628638814,426.21795148248,424.889402291105,0.84695665902965,414.019981132075,25.5876500673855,2.62734303908356,2.54316739892183,21.8356178571429,21.3034253369272,2000.00050539084,0.980001566037736,0.0199987546495957,0,2.13171610512129,0,21388.3430795148,16749.4728436658,39.2131132075472,39.5886650943396,39.0464245283019,38.8917109164421,38.9500161725067,1960.00411051213,39.9969002695418,0,1655210108.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,0.958415666223404,-0.00643805981287558,19.7876037963105,1,0.84574492287234,0.00018051626341035,0.654090763254662,1,2,2,"2/2",2.98039,2.70646,0.0713289,0.0647155,0.125217,0.121483,29358.2,29669.1,29397,29346.9,34070,34232.9,41420.9,41792.6,1.95522,2.0167,0.149287,0,31.5261,999.9,72.7,28.5,28.5725,63.3904,32.3438,1,0.123704,-1.96221,20.3704,5.21684,12.0099,4.98835,3.28833,3433.4,9999,9999,63.4,1.86707,1.86613,1.86563,1.86554,1.86737,1.86992,1.86857,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.204,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.3,38551,0.640869,2.21558,1.39648,2.30225,1.49536,2.40112,33.3559,15.8832,18,512.515,539.712,33.896,29.051,30.0003,28.8249,28.7118,12.7883,12.4521,100,33.8976,217.274,25.9898,100.546,100.399
14,NA,1655210113.5,65,2022-06-14 07:35:13,07:35:13,5,"tmpl.us_block1_plot1_schiz","stan",1655211529.85365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.965512164426,255.390509090909,-3.44273118900926,66.1190884114043,0,26.0114540236019,26.3855927272727,7.24397571407736e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211529.85365,413.98079035499,412.917830542532,26.4342870060281,25.5902073007368,416.632308104488,26.5550508372405,500.469365036839,99.3903902210315,0.0956345241125251,33.6714444072338,33.8160079035499,999.9,0,0,10000.4295512391,0,245.290044407234,1.06293934963161,425.229746818486,423.758947756195,0.844079024112525,412.917830542532,25.5902073007368,2.62731341594106,2.54342372404555,21.8354450100469,21.3050694574682,2000.00010716678,0.980001586738111,0.0199987344273275,0,2.13156222371065,0,21300.3947756196,16749.4695914267,39.2150087073007,39.5907649028801,39.0484052243805,38.8937019423979,38.9516135298058,1960.00375083724,39.9968586738111,0,1655210113.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,1.11081589299868,-0.00652920684306808,19.8105184976394,1,0.842590214663144,0.00018239682455183,0.653074036441532,1,2,2,"2/2",2.97978,2.70619,0.067487,0.0607287,0.125248,0.121492,29479.7,29795.8,29397,29347.1,34068.9,34232.5,41421.1,41792.7,1.95495,2.0166,0.15039,0,31.5253,999.9,72.7,28.5,28.5743,63.3404,32.9607,1,0.124106,-1.9987,20.3697,5.21669,12.0099,4.98845,3.28828,3433.4,9999,9999,63.4,1.86707,1.86608,1.86563,1.86554,1.86737,1.86993,1.86855,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.151,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.3,38551.1,0.606689,2.22534,1.39648,2.30225,1.49536,2.40112,33.3559,15.8832,18,512.362,539.667,33.9345,29.0537,30.0003,28.8282,28.7147,12.1567,12.4521,100,33.9402,197.122,25.9898,100.547,100.399
15,NA,1655210118.5,70,2022-06-14 07:35:18,07:35:18,5,"tmpl.us_block1_plot1_schiz","stan",1655211521.38182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.323471649213,238.429806060606,-3.37442748781256,66.1190884114043,0,26.0147062694155,26.3935721212121,9.61701544594379e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211521.38182,412.93048069241,411.73210918775,26.4340278961385,25.5927546604527,415.578850199734,26.5547926098535,500.468930093209,99.3904659121172,0.095660953861518,33.6708110519308,33.8169377496671,999.9,0,0,10000.4274300932,0,245.651430292943,1.1983512976032,424.150801597869,422.542681091878,0.841272379494008,411.73210918775,25.5927546604527,2.62728966045273,2.54367887483355,21.8353087882823,21.3067058588549,2000.00000665779,0.98000160918775,0.0199987124500666,0,2.13273235685752,0,21213.7996071904,16749.4689747004,39.2168814913449,39.5928395472703,39.050362183755,38.8957529960053,38.9531917443409,1960.00368841545,39.9968175765646,0,1655210118.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,1.26006664173228,-0.00661821714116454,19.8306434602065,1,0.839518977034121,0.00018422223720056,0.652023923627156,1,2,2,"2/2",2.97981,2.70618,0.0636133,0.0569228,0.125269,0.1215,29601.6,29916.3,29396.5,29347,34067.4,34232,41420.4,41792.5,1.95522,2.01665,0.15153,0,31.5282,999.9,72.7,28.5,28.5724,63.3504,32.504,1,0.124263,-1.97656,20.3701,5.21729,12.0099,4.9887,3.28825,3433.4,9999,9999,63.4,1.86706,1.8661,1.86565,1.86554,1.86737,1.86994,1.86854,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.101,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.4,38551.1,0.570068,2.22412,1.39648,2.30225,1.49536,2.45239,33.3559,15.8832,18,512.573,539.735,33.9697,29.0566,30.0003,28.8317,28.7182,11.409,12.4521,100,33.9691,183.721,25.9898,100.545,100.399
16,NA,1655210123.5,75,2022-06-14 07:35:23,07:35:23,5,"tmpl.us_block1_plot1_schiz","stan",1655211513.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.84582465368,221.787121212121,-3.32465669831363,66.1190884114043,0,26.0175380526511,26.4007145454545,8.49512784761539e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211513.0407,411.795644606221,410.464496360026,26.4338153540701,25.5952883520847,414.440603573792,26.5545810721377,500.468303110523,99.3905455327598,0.095687218067505,33.6702876902713,33.8179952349437,999.9,0,0,10000.4194970218,0,245.992078292522,1.33112875512905,422.985052945069,421.242327597617,0.838526299801456,410.464496360026,25.5952883520847,2.62727064195897,2.54393274652548,21.8352020516215,21.3083338186631,2000.00015221708,0.980001627399074,0.0199986947054931,0,2.13419761747187,0,21129.0929980146,16749.4702183984,39.2187319655857,39.5948894771674,39.0522958305758,38.8976962276638,38.9547094639312,1960.00385837194,39.9967902051621,0,1655210123.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,1.43360752734375,-0.00672137716015719,19.8496081969523,1,0.835925113932292,0.00018635143023772,0.650733558673879,1,2,2,"2/2",2.97993,2.70627,0.0597088,0.0528676,0.125289,0.121507,29724.8,30044.9,29396.2,29346.9,34066.1,34231.5,41419.8,41792.3,1.95487,2.01647,0.152886,0,31.5329,999.9,72.7,28.5,28.574,63.3904,32.1675,1,0.124499,-1.93951,20.3705,5.21744,12.0099,4.98895,3.2883,3433.4,9999,9999,63.4,1.86707,1.86608,1.86565,1.86554,1.86737,1.86993,1.86853,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.05,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.5,38551.2,0.535889,2.23511,1.39648,2.30225,1.49536,2.19604,33.3559,15.8745,18,512.368,539.634,33.9919,29.059,30.0003,28.8346,28.7208,10.7277,12.4521,100,33.9868,163.669,25.9895,100.544,100.398
17,NA,1655210128.5,80,2022-06-14 07:35:28,07:35:28,5,"tmpl.us_block1_plot1_schiz","stan",1655211504.82796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.861939228484,205.111309090909,-3.33608258570688,66.1190884114043,0,26.0192679882495,26.4039909090909,1.47725658837141e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211504.82796,410.578253947368,409.11389868421,26.4336253289474,25.597802368421,413.219540131579,26.5543918421053,500.467700657895,99.3906293421053,0.0957121418421053,33.66989,33.8192071052632,999.9,0,0,10000.4182368421,0,246.312818618421,1.46433621644737,421.734516447368,419.856759868421,0.835822207236842,409.11389868421,25.597802368421,2.62725398026316,2.54418477631579,21.8351096710526,21.3099498684211,2000.00035526316,0.980001649342105,0.0199986732236842,0,2.13408210526316,0,21044.3427171053,16749.4721052632,39.2205605263158,39.596915131579,39.0542065789474,38.8996993421053,38.9562092105263,1960.00409210526,39.9967565789474,0,1655210128.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,1.54933469041451,-0.0067899853414585,19.8629532989615,1,0.833571202720207,0.00018774200274471,0.649864566845414,1,2,2,"2/2",2.98022,2.70616,0.0557038,0.0486662,0.125305,0.121517,29851.9,30177.9,29396.8,29346.7,34066,34231.1,41420.5,41792.3,1.9551,2.01613,0.15378,0,31.5376,999.9,72.6,28.5,28.5337,62.9504,31.5986,1,0.124566,-1.86114,20.3716,5.21759,12.0099,4.9888,3.28845,3433.4,9999,9999,63.4,1.86707,1.86611,1.86567,1.86554,1.86737,1.86993,1.86855,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.999,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.6,38551.3,0.498047,2.24609,1.39648,2.30103,1.49536,2.24609,33.3559,15.8745,18,512.545,539.412,33.9996,29.0622,30.0001,28.8383,28.7239,9.96602,12.4521,100,33.9876,150.306,25.9838,100.546,100.398
18,NA,1655210133.5,85,2022-06-14 07:35:33,07:35:33,5,"tmpl.us_block1_plot1_schiz","stan",1655211496.74133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.843509491702,188.273103030303,-3.3696453105194,66.1190884114043,0,26.0233727685324,26.4107890909091,5.89574898458458e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211496.74133,409.279097449313,407.681706998038,26.4334793328973,25.6003117724003,411.916451929366,26.5542468933944,500.467300196207,99.3907062132112,0.0957380893394376,33.6695849574886,33.8205128842381,999.9,0,0,10000.3896272073,0,246.654374296926,1.59737164748201,420.400007194245,418.387410071942,0.833166991497711,407.681706998038,25.6003117724003,2.62724150425114,2.54443616742969,21.8350434270765,21.3115616088947,2000.00030739045,0.980001671026815,0.0199986519947678,0,2.13411726618705,0,20960.9854807063,16749.4718116416,39.2224892086331,39.5989169391759,39.0560948332243,38.9017612818836,38.9579385219098,1960.00408109876,39.9967168083715,0,1655210133.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,1.72282831748072,-0.00689256109635383,19.883840110438,1,0.83010611311054,0.00018978306539988,0.648545948192638,1,2,2,"2/2",2.98024,2.70612,0.0515635,0.0443999,0.125323,0.121526,29981.8,30313.2,29395.7,29346.7,34063.9,34230.7,41418.9,41792.4,1.95483,2.01627,0.154544,0,31.5435,999.9,72.6,28.5,28.5329,63.4104,32.1635,1,0.124192,-0.888243,20.3786,5.21699,12.0099,4.98915,3.28853,3433.4,9999,9999,63.4,1.86707,1.8661,1.86566,1.86554,1.86737,1.86994,1.86856,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.947,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.7,38551.4,0.463867,2.24365,1.39648,2.30103,1.49536,2.36206,33.3784,15.8832,18,512.393,539.553,33.8845,29.0652,29.9999,28.8414,28.7275,9.27485,12.4521,100,33.7417,130.269,25.9766,100.542,100.398
19,NA,1655210138.5,90,2022-06-14 07:35:38,07:35:38,5,"tmpl.us_block1_plot1_schiz","stan",1655211488.77861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.836900991136,171.453024242424,-3.36499089250606,66.1190884114043,0,26.0251313295944,26.4108212121212,-1.93582187803674e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211488.77861,407.899225617685,406.169360858257,26.4333461638492,25.6027977893368,410.532388816645,26.5541148244473,500.466757477243,99.3907861508452,0.095762822626788,33.6692882964889,33.8217910923277,999.9,0,0,10000.3552080624,0,246.974197204161,1.72984587061118,418.982595578674,416.835752275683,0.830547986345904,406.169360858257,25.6027977893368,2.62723040312094,2.54468531209363,21.8349855656697,21.3131589076723,2000.00057217165,0.980001694408322,0.0199986290637191,0,2.13416690507152,0,20878.3406501951,16749.4743172952,39.224355006502,39.6008953185956,39.0579609882965,38.9037990897269,38.9595247074122,1960.0043823147,39.9966840052016,0,1655210138.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,1.83783622890026,-0.0069603685073764,19.8976729779379,1,0.827832928388747,0.00019111817965755,0.647661512212057,1,2,2,"2/2",2.97973,2.70625,0.0473326,0.0400149,0.125323,0.121529,30116.1,30452.7,29396.3,29347.1,34064.7,34230.8,41419.9,41792.8,1.95485,2.01575,0.153385,0,31.5504,999.9,72.6,28.5,28.5323,63.2404,32.9728,1,0.123839,-1.23543,20.377,5.21729,12.0099,4.98885,3.28845,3433.4,9999,9999,63.4,1.86707,1.86613,1.86567,1.86554,1.86737,1.86992,1.86856,1.86995,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.895,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.8,38551.5,0.427246,2.2522,1.39648,2.30225,1.49536,2.19116,33.3784,15.8832,18,512.435,539.21,33.7051,29.0685,29.9999,28.8446,28.7312,8.50202,12.4521,100,33.6986,116.906,25.9752,100.544,100.399
20,NA,1655210143.5,95,2022-06-14 07:35:43,07:35:43,5,"tmpl.us_block1_plot1_schiz","stan",1655211480.93762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.864347706214,154.577327272727,-3.37702495120739,66.1190884114043,0,26.0290291678814,26.4161224242424,5.22354514709018e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211480.93762,406.440016806723,404.578169360052,26.4332342598578,25.6052778926955,409.068732385262,26.5540039431157,500.466170652876,99.3908775048481,0.0957866315449257,33.6689746606335,33.8230673561732,999.9,0,0,10000.4707756949,0,247.298316289593,1.86182834453781,417.483700711054,415.203133160957,0.827955970911442,404.578169360052,25.6052778926955,2.62722170006464,2.54493416936005,21.8349424692954,21.3147542340013,2000.00052359405,0.980001717517776,0.0199986063994829,0,2.13379282482224,0,20796.9712928248,16749.4740142211,39.2263193277311,39.602850678733,39.0598054298643,38.9058131868132,38.9611331609567,1960.0043697479,39.9966451195863,0,1655210143.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,2.0095527677665,-0.00706132780096167,19.9184822309747,1,0.824461713832487,0.00019309257825905,0.646338002931534,1,2,2,"2/2",2.97997,2.70626,0.042987,0.0354993,0.125342,0.121535,30253.2,30595.8,29396.1,29346.9,34063.4,34230.1,41419.4,41792.3,1.95475,2.01575,0.153501,0,31.5551,999.9,72.6,28.5,28.5316,63.4004,32.3598,1,0.124085,-1.36362,20.3761,5.21684,12.0099,4.9887,3.2884,3433.4,9999,9999,63.4,1.86707,1.8661,1.86563,1.86554,1.86737,1.86992,1.86856,1.86995,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.842,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.8,38551.6,0.389404,2.25464,1.39648,2.30225,1.49536,2.29248,33.3784,15.8745,18,512.396,539.237,33.6455,29.0708,30.0002,28.8475,28.7341,7.80462,12.4521,100,33.661,96.8647,25.9662,100.543,100.398
21,NA,1655210148.5,100,2022-06-14 07:35:48,07:35:48,5,"tmpl.us_block1_plot1_schiz","stan",1655211473.21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.568319087143,137.600884848485,-3.39460516515475,66.1190884114043,0,26.0309330634628,26.4202975757576,1.00611500189514e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211473.21626,404.902205655527,402.908001285347,26.4331482647815,25.6077442802057,407.52621722365,26.5539188946016,500.465769280206,99.3909730077121,0.095811994151671,33.6686802056555,33.8243284061697,999.9,0,0,10000.354781491,0,247.619942352185,1.99418666388175,415.904075192802,413.489413881748,0.825403621465296,402.908001285347,25.6077442802057,2.62721568766067,2.54518177377892,21.834916066838,21.3163413239075,2000.00050128535,0.980001742287918,0.0199985820694087,0,2.13301510282776,0,20716.4173457584,16749.473907455,39.2282609254499,39.6047834190231,39.0616285347044,38.9078039845758,38.9628039845758,1960.00438303342,39.9966066838046,0,1655210148.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,2.12418514015152,-0.00712853918041729,19.9331600938586,1,0.822251553661616,0.0001943831799513,0.64544965956702,1,2,2,"2/2",2.98037,2.70601,0.0385247,0.0308792,0.125354,0.121553,30393.9,30741.9,29395.8,29346.5,34062.4,34229.4,41418.8,41792.3,1.9549,2.01543,0.152752,0,31.5626,999.9,72.6,28.5,28.5317,63.1704,31.7428,1,0.124469,-1.41267,20.3757,5.21654,12.0099,4.9887,3.2882,3433.4,9999,9999,63.4,1.86707,1.86608,1.86563,1.86554,1.86737,1.86988,1.86857,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.789,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38551.9,38551.6,0.351562,2.27051,1.39771,2.30347,1.49536,2.17529,33.4008,15.8745,18,512.52,539.035,33.6078,29.0741,30.0004,28.8507,28.7376,7.03572,12.4521,100,33.6193,83.4848,25.9555,100.542,100.398
