"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
29,NA,1655210220.5,172,2022-06-14 07:37:00,07:37:00,5,"tmpl.us_block1_plot1_schiz","stan",1655211369.64096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.478215814724,439.293018181818,2.21467846529994,66.1190884114043,0,25.9868233518835,26.4251284848485,3.68117689621824e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211369.64096,390.715471040189,391.832255319149,26.4310780141844,25.6383684397163,393.295786938534,26.5518610520095,500.45803250591,99.3922280141844,0.0961483588652482,33.6610218085106,33.8373184397163,999.9,0,0,10000.219391253,0,252.628780319149,-1.11679763061466,401.330941607565,402.131563002364,0.792709285460993,391.832255319149,25.6383684397163,2.62704313238771,2.54825789007092,21.8339932624114,21.3360882978723,2000.00017730496,0.980002086288416,0.0199982441489362,0,2.13459219858156,0,19614.2811347518,16749.4728132388,39.2580650118203,39.6362511820331,39.0917647754137,38.9382405437352,38.9880868794326,1960.00455082742,39.9960756501182,0,1655210220.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-0.839800971064815,-0.00541478725505425,30.0459616944915,1,0.788519318865741,0.00021363617306818,0.628028188616505,1,2,2,"2/2",2.97981,2.70613,0.105051,0.10774,0.125358,0.121398,28289,28301.4,29394.3,29344.4,34062.2,34234.4,41417.2,41789.1,1.95445,2.01498,0.146523,0,31.5664,999.9,72.5,28.6,28.6576,63.2604,32.2196,1,0.12889,-1.93255,20.3707,5.21579,12.0099,4.98875,3.28805,3433.4,9999,9999,63.4,1.86707,1.86611,1.86564,1.86554,1.86737,1.86996,1.86857,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.695,-0.121,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.1,38552.8,1.12793,2.19482,1.39648,2.30225,1.49536,2.43286,33.4681,15.8657,18,512.62,539.151,33.7808,29.119,30.0003,28.8975,28.7849,22.591,13.0145,100,33.8177,473.481,25.9043,100.537,100.39
30,NA,1655210225.5,177,2022-06-14 07:37:05,07:37:05,5,"tmpl.us_block1_plot1_schiz","stan",1655211363.57407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.762863001617,452.7428,2.75610435172293,66.1190884114043,0,25.9902234780978,26.4295581818182,1.48702554806273e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211363.57407,390.951691358025,392.193577307466,26.4310622574956,25.6402313932981,393.532712815991,26.551846090535,500.457372721928,99.3923082892416,0.0961687522045855,33.6603777777778,33.8378675485009,999.9,0,0,10000.200223398,0,252.924258259847,-1.24190005349794,401.573524514991,402.503354850088,0.790830510288066,392.193577307466,25.6402313932981,2.62704369194591,2.54844512639624,21.8340060552616,21.3372901822457,2000.0000058789,0.980002106995885,0.0199982238095238,0,2.13456907701352,0,19547.2181363904,16749.4714873604,39.2600064667842,39.6383944738389,39.0937766019988,38.9402181069959,38.9898007054674,1960.00440917108,39.9960435038213,0,1655210225.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-0.972566270425776,-0.00533924013438701,30.0102848222503,1,0.786496775604143,0.00021476112160156,0.626782969495813,1,2,2,"2/2",2.97979,2.70619,0.107487,0.110654,0.125372,0.121396,28211.2,28208.9,29393.5,29344.5,34060.9,34234.4,41416.1,41789,1.95432,2.01505,0.146981,0,31.5607,999.9,72.5,28.6,28.6605,63.3904,32.4479,1,0.129169,-1.94595,20.3706,5.21579,12.0099,4.98835,3.2883,3433.4,9999,9999,63.4,1.86707,1.86609,1.86568,1.86554,1.86737,1.86995,1.86856,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.734,-0.121,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.2,38552.9,1.15845,2.20825,1.39648,2.30103,1.49536,2.21924,33.4906,15.8569,18,512.564,539.232,33.8281,29.1213,30.0004,28.9005,28.7878,23.198,13.2948,100,33.8602,493.608,25.8922,100.535,100.39
31,NA,1655210230.5,182,2022-06-14 07:37:10,07:37:10,5,"tmpl.us_block1_plot1_schiz","stan",1655211357.59737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.9375970237,467.928393939394,3.0778284259388,66.1190884114043,0,25.9802050848328,26.4291375757576,1.69155842504176e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211357.59737,391.260028070176,392.639174269006,26.4310628070176,25.6419874853801,393.841962280702,26.5518473684211,500.456838011696,99.39238374269,0.09618873625731,33.6597152046784,33.8383425146199,999.9,0,0,10000.1946959064,0,253.225944035088,-1.37916110584795,401.890189590643,402.961617309942,0.789074931578947,392.639174269006,25.6419874853801,2.62704573684211,2.54862160818714,21.8340280116959,21.3384238596491,2000.00021637427,0.980002129239766,0.0199982019298246,0,2.13545596491228,0,19480.9361520468,16749.4732748538,39.2619274853801,39.6402976608187,39.095767251462,38.9421748538012,38.9914964912281,1960.00464912281,39.9960116959064,0,1655210230.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-1.12030599427918,-0.00525550610821108,29.9876772488753,1,0.784574336956522,0.00021582625009194,0.62550156791111,1,2,2,"2/2",2.98023,2.70619,0.110178,0.113572,0.125365,0.121315,28126,28116.2,29393.4,29344.3,34061.4,34237.4,41416.3,41788.6,1.95455,2.01485,0.145845,0,31.5535,999.9,72.5,28.6,28.6599,63.2504,31.6546,1,0.129527,-1.96116,20.3703,5.21654,12.0099,4.9886,3.28845,3433.4,9999,9999,63.4,1.86707,1.86612,1.86568,1.86554,1.86737,1.86993,1.86855,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.776,-0.121,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.3,38553,1.19263,2.20703,1.39648,2.30225,1.49536,2.29126,33.4906,15.8657,18,512.738,539.117,33.8743,29.1246,30.0002,28.9037,28.791,23.8801,13.2948,100,33.9058,507.064,25.8862,100.535,100.389
32,NA,1655210235.5,187,2022-06-14 07:37:15,07:37:15,5,"tmpl.us_block1_plot1_schiz","stan",1655211351.70942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.205324539368,484.182751515151,3.27469676835143,66.1190884114043,0,25.9630823458886,26.420876969697,-2.5633711886548e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211351.70942,391.646100058173,393.168255381035,26.4310226294357,25.6436709714951,394.229170157068,26.5518078534031,500.456402559628,99.392459045957,0.0962090481093659,33.6590389761489,33.8387236765561,999.9,0,0,10000.1355148342,0,253.520526061664,-1.52216962827225,402.286681908086,403.505552995928,0.78735113379872,393.168255381035,25.6436709714951,2.62704372891216,2.54879088423502,21.8340246073298,21.3395116346713,2000.00009307737,0.980002149505526,0.0199981820244328,0,2.1360660849331,0,19416.0073123909,16749.4724840023,39.263828388598,39.6424333915067,39.0977370564282,38.9441111111111,38.9931745200698,1960.00455497382,39.9959802210588,0,1655210235.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-1.30714237386364,-0.00515003544566162,29.9702400956955,1,0.782369142613636,0.00021704292711132,0.62393349679663,1,2,2,"2/2",2.97988,2.70617,0.112999,0.116448,0.125338,0.121315,28036.5,28025,29393.1,29344.4,34061.5,34237.6,41415.1,41788.8,1.95408,2.01483,0.145569,0,31.5467,999.9,72.5,28.6,28.6585,63.3204,31.5024,1,0.129784,-2.00872,20.3695,5.21624,12.0099,4.98815,3.28808,3433.4,9999,9999,63.4,1.86707,1.86611,1.86567,1.86554,1.86737,1.86995,1.86858,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.822,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.4,38553.1,1.22314,2.20337,1.39648,2.30225,1.49536,2.37549,33.4906,15.8657,18,512.452,539.133,33.9174,29.127,30.0004,28.9067,28.7946,24.4822,13.2948,100,33.9662,527.195,25.8842,100.533,100.39
33,NA,1655210240.5,192,2022-06-14 07:37:20,07:37:20,5,"tmpl.us_block1_plot1_schiz","stan",1655211345.90885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.541937737135,500.862460606061,3.3422906210388,66.1190884114043,0,25.9650864125094,26.4230478787879,-1.42916293261081e-06,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211345.90885,392.112076388889,393.77971412037,26.4309730324074,25.6453181134259,394.696507233796,26.5517590856482,500.455777199074,99.3925373842593,0.0962283549189815,33.6583824652778,33.8390554398148,999.9,0,0,10000.2527488426,0,253.809868229167,-1.66765115219907,402.765242013889,404.134042592593,0.785654427083333,393.77971412037,25.6453181134259,2.62704088541667,2.54895661458333,21.8340158564815,21.3405768518518,2000.00023726852,0.980002171296296,0.0199981605902778,0,2.13599664351852,0,19351.4409664352,16749.4736689815,39.2657094907407,39.6444751157407,39.0997592592593,38.9460271990741,38.9948350694444,1960.00472800926,39.9959490740741,0,1655210240.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-1.43406984049774,-0.00507863375659276,29.9615658657885,1,0.780902241515837,0.00021784975566303,0.622900415661515,1,2,2,"2/2",2.97972,2.70627,0.115838,0.119283,0.125346,0.12124,27946.5,27934.8,29393,29344.1,34061.5,34240.6,41415.3,41788.7,1.95413,2.0148,0.14589,0,31.5397,999.9,72.5,28.6,28.66,63.3304,32.9728,1,0.130191,-2.08768,20.3687,5.21654,12.0099,4.98805,3.28833,3433.4,9999,9999,63.4,1.86707,1.86612,1.86567,1.86554,1.86737,1.86994,1.86857,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.868,-0.121,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.5,38553.2,1.25366,2.19116,1.39648,2.30225,1.49536,2.40723,33.4906,15.8657,18,512.517,539.144,33.9775,29.1302,30.0003,28.9104,28.7977,25.1596,13.5761,100,34.0335,540.652,25.8753,100.533,100.389
34,NA,1655210245.5,197,2022-06-14 07:37:25,07:37:25,5,"tmpl.us_block1_plot1_schiz","stan",1655211340.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.809570945816,517.878381818182,3.41504963046239,66.1190884114043,0,25.9237512752652,26.4107145454545,-1.96502792799701e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211340.1943,392.658306850892,394.47230109384,26.4309052964882,25.6467344271733,395.244323834197,26.5516921704087,500.455442141624,99.3926122625216,0.0962481890040299,33.657795279217,33.8394352907312,999.9,0,0,10000.2895509499,0,254.097118192286,-1.81400719113414,403.32622521589,404.845696948762,0.78417033851468,394.47230109384,25.6467344271733,2.6270361427749,2.54909931491077,21.8339952216465,21.3414960852044,2000.00019573978,0.980002192861255,0.0199981393782383,0,2.13701888313184,0,19287.7290500864,16749.473402418,39.267571099597,39.6464599884859,39.1018330454807,38.9479234312032,38.9964784110535,1960.00471502591,39.9959182498561,0,1655210246,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-1.62566358314607,-0.00497122708317801,29.9508267184649,1,0.778964023595506,0.0002189100099466,0.621243508377571,1,2,2,"2/2",2.97966,2.7061,0.118682,0.122088,0.125299,0.121144,27856.5,27845.7,29392.9,29344.1,34063.4,34244.5,41415.3,41788.7,1.95435,2.01465,0.147097,0,31.5359,999.9,72.5,28.6,28.6637,63.3704,32.7804,1,0.130483,-2.13683,20.3683,5.21639,12.0099,4.98805,3.2884,3433.4,9999,9999,63.4,1.86707,1.86611,1.86567,1.86554,1.86737,1.86994,1.86858,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.914,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.5,38553.3,1.28662,2.19604,1.39648,2.30225,1.49536,2.38892,33.513,15.8657,18,512.689,539.063,34.0454,29.1333,30.0004,28.9135,28.8006,25.7489,13.5761,100,34.0978,560.775,25.8802,100.533,100.389
35,NA,1655210250.5,202,2022-06-14 07:37:30,07:37:30,5,"tmpl.us_block1_plot1_schiz","stan",1655211334.56443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.204930540445,534.929836363636,3.40418254021977,66.1190884114043,0,25.9128510202221,26.400686060606,-3.82079537702934e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211334.56443,393.284716494845,395.244942153494,26.4307650057274,25.6481060137457,395.872544959908,26.5515525773196,500.454906071019,99.392675486827,0.0962672125429553,33.6572908934708,33.8399101947308,999.9,0,0,10000.2973081329,0,254.388908533791,-1.96023808190149,403.969524742268,405.639511225659,0.782658487399771,395.244942153494,25.6481060137457,2.62702386597938,2.54923726231386,21.8339274914089,21.3423849942726,2000.00015463917,0.980002212485681,0.0199981201030928,0,2.13720332187858,0,19225.2367754868,16749.4731386025,39.2694135166094,39.648530927835,39.1038854524628,38.9498001145475,38.9981048109966,1960.0047021764,39.9958877434135,0,1655210250.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-1.75330753803132,-0.0048999168356755,29.9443410999255,1,0.777682176733781,0.00021960889711369,0.620147017496557,1,2,2,"2/2",2.97972,2.7062,0.121489,0.124825,0.125264,0.121145,27767.4,27758.7,29392.5,29343.9,34064.5,34244.3,41415,41788.4,1.95443,2.01455,0.148606,0,31.5348,999.9,72.5,28.6,28.6599,63.5604,32.3117,1,0.131004,-2.15452,20.368,5.21579,12.0099,4.98795,3.28815,3433.4,9999,9999,63.4,1.86707,1.86611,1.86566,1.86554,1.86737,1.86994,1.86859,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.96,-0.121,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.6,38553.3,1.31958,2.18872,1.39648,2.30103,1.49536,2.41333,33.513,15.8657,18,512.766,539.026,34.1129,29.136,30.0004,28.9166,28.8044,26.4183,13.5761,100,34.1497,574.22,25.8857,100.532,100.389
36,NA,1655210255.5,207,2022-06-14 07:37:35,07:37:35,5,"tmpl.us_block1_plot1_schiz","stan",1655211329.01795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.450986142351,551.98666060606,3.41360735545096,66.1190884114043,0,25.9122718758221,26.3987806060606,-7.84892359722659e-06,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211329.01795,393.989748717949,396.095888319088,26.4306023361823,25.6494631908832,396.579607692308,26.5513905982906,500.45447008547,99.3927385754986,0.0962862802279202,33.6568750427351,33.8405193732194,999.9,0,0,10000.3057549858,0,254.713262849003,-2.10615207464387,404.693566495726,406.51370974359,0.781138626210826,396.095888319088,25.6494631908832,2.62700936752137,2.54937377777778,21.8338458119658,21.3432646153846,2000.00008547009,0.980002231908832,0.019998101025641,0,2.13653965811966,0,19163.3603817664,16749.4727065527,39.271237037037,39.6506159544159,39.1059168091168,38.9516575498576,38.9997145299145,1960.00466096866,39.9958575498575,0,1655210255.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-1.94415448777778,-0.00479366602316941,29.9351433909305,1,0.775741957777778,0.00022066363325445,0.618529992405087,1,2,2,"2/2",2.97985,2.70612,0.124253,0.127529,0.12526,0.121149,27679.4,27672.4,29391.9,29343.5,34064.1,34243.6,41414.1,41787.7,1.95422,2.01452,0.150524,0,31.5348,999.9,72.5,28.6,28.6575,63.3604,31.9511,1,0.131263,-2.12255,20.3685,5.21594,12.0099,4.9877,3.28828,3433.4,9999,9999,63.4,1.86707,1.86611,1.86566,1.86554,1.86737,1.86995,1.86859,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.006,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.7,38553.4,1.34888,2.20459,1.39771,2.30103,1.49536,2.19727,33.513,15.8569,18,512.66,539.036,34.1675,29.139,30.0003,28.9197,28.8074,27.004,13.5761,100,34.1838,594.283,25.8856,100.53,100.387
37,NA,1655210260.5,212,2022-06-14 07:37:40,07:37:40,5,"tmpl.us_block1_plot1_schiz","stan",1655211323.55357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.776277588806,569.114242424242,3.4337289683883,66.1190884114043,0,25.9147636484196,26.3990490909091,3.07056908119151e-06,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211323.55357,394.772482426304,397.024153061225,26.4304388888889,25.6508178004535,397.36458531746,26.5512277210884,500.454014739229,99.3928123015873,0.0963053888321995,33.6565769274376,33.8412738095238,999.9,0,0,10000.2943253968,0,255.044975226757,-2.25168281802721,405.497415646259,407.467282086168,0.779620391723356,397.024153061225,25.6508178004535,2.62699506235828,2.54951031746032,21.8337653061225,21.3441443877551,1999.99989229025,0.980002251133787,0.0199980821428571,0,2.13673010204082,0,19101.5622789116,16749.4712018141,39.2730419501134,39.6527148526077,39.1079274376417,38.953496031746,39.0013078231293,1960.00449546485,39.9958276643991,0,1655210260.4,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-2.07103488827434,-0.00472327366093932,29.9294153793421,1,0.774449440818584,0.00022136404212928,0.617464499383878,1,2,2,"2/2",2.98004,2.70629,0.126991,0.130185,0.125268,0.121154,27593.1,27588.3,29392.2,29343.6,34064.4,34243.6,41414.9,41787.9,1.95438,2.0145,0.151686,0,31.5365,999.9,72.5,28.6,28.6593,63.3404,32.2957,1,0.131321,-2.05204,20.3694,5.21639,12.0099,4.98765,3.28838,3433.4,9999,9999,63.4,1.86707,1.86614,1.86566,1.86554,1.86737,1.86996,1.86859,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.052,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.8,38553.5,1.38184,2.20337,1.39648,2.30225,1.49536,2.33398,33.513,15.8657,18,512.785,539.052,34.203,29.1421,30.0002,28.9227,28.8111,27.6651,13.5761,100,34.1967,607.646,25.8851,100.531,100.387
38,NA,1655210265.5,217,2022-06-14 07:37:45,07:37:45,5,"tmpl.us_block1_plot1_schiz","stan",1655211318.17005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.017911000042,586.26863030303,3.4307288627368,66.1190884114043,0,25.9153732778471,26.4025193939394,1.37324588184819e-05,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211318.17005,395.632059221658,398.028347997744,26.4302932318105,25.6521648618161,398.226616751269,26.5510828539199,500.45373322053,99.3928807106599,0.0963246518330513,33.6563592780598,33.8420631133672,999.9,0,0,10000.3651494642,0,255.365885109983,-2.39630050253807,406.380202594473,408.498802368866,0.778127769881557,398.028347997744,25.6521648618161,2.62698239142696,2.54964596164693,21.8336949238579,21.3450181613085,1999.99996051889,0.980002271855612,0.0199980617597293,0,2.1373518894529,0,19040.8630513254,16749.471855612,39.2748285391991,39.6547924421884,39.1099176536943,38.9553158488438,39.0028849407783,1960.00459108855,39.9957980823463,0,1655210265.8,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-2.25991910879121,-0.00461884777365158,29.9205469978497,1,0.77254253956044,0.00022239376504814,0.615870490204014,1,2,2,"2/2",2.97983,2.70623,0.129686,0.132813,0.125274,0.121164,27507.9,27504.5,29392.2,29343.2,34064.2,34242.9,41414.9,41787.4,1.95392,2.0146,0.151936,0,31.5403,999.9,72.5,28.6,28.6606,63.3204,32.4038,1,0.131326,-1.99126,20.37,5.21699,12.0099,4.9877,3.2885,3433.4,9999,9999,63.4,1.86707,1.86611,1.86566,1.86554,1.86737,1.86996,1.86857,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.098,-0.121,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38553.9,38553.6,1.41113,2.19971,1.39648,2.30225,1.49536,2.35718,33.5355,15.8657,18,512.521,539.159,34.2124,29.1452,30.0002,28.9265,28.8148,28.2414,13.5761,100,34.2,627.714,25.8841,100.531,100.386
39,NA,1655210270.5,222,2022-06-14 07:37:50,07:37:50,5,"tmpl.us_block1_plot1_schiz","stan",1655211312.86616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.28339430152,603.324175757576,3.39934259148075,66.1190884114043,0,25.9211404671085,26.3990872727273,-8.79139114953544e-06,78.9274245476231,0,0,0,0,0,0,0,0,0,6,0.5,"0: Broadleaf",2,TRUE,1655211312.86616,396.567170594837,399.107181818182,26.4301425925926,25.6535314253648,399.164390291807,26.5509328843996,500.453272166105,99.3929512906846,0.0963431386083053,33.6561544332211,33.8428184062851,999.9,0,0,10000.3850224467,0,255.700673569024,-2.54002260998878,407.340569135803,409.606962738496,0.776610478675645,399.107181818182,25.6535314253648,2.62696928170595,2.54978360830528,21.8336216049383,21.3459045454546,1999.99991021324,0.980002290684624,0.0199980432659933,0,2.13847138047138,0,18981.1674579125,16749.4715488216,39.2765970819304,39.6568490460157,39.1118877665544,38.9571172839506,39.0044461279461,1960.00456790123,39.9957687991021,0,1655210270.6,0,0,"--:--:--",1652897032.6,1652897049.6,0,1.119,-0.094,-0.487,-0.164,297,21,0.14,0.02,-2.38499446280088,-0.00454994237865031,29.9145485083209,1,0.771259630196937,0.00022308442384039,0.614825980047414,1,2,2,"2/2",2.97971,2.70601,0.13233,0.135377,0.125266,0.121192,27424.2,27422.6,29392.2,29342.7,34064.4,34241,41414.7,41786.5,1.95415,2.01443,0.150666,0,31.5435,999.9,72.5,28.6,28.6596,63.3904,32.9447,1,0.131545,-1.94814,20.3702,5.21684,12.0099,4.988,3.28838,3433.4,9999,9999,63.4,1.86707,1.86611,1.86566,1.86554,1.86737,1.86995,1.86858,1.86996,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.144,-0.1209,-1.34389139395809,-0.00341013826112031,7.03834037804736e-07,-1.32224133736951e-10,-0.120925268574536,0,0,0,16,2250,2,26,38554,38553.7,1.44043,2.1936,1.39648,2.30225,1.49536,2.40845,33.5355,15.8569,18,512.7,539.061,34.2123,29.1488,30.0003,28.9302,28.8178,28.8982,13.5761,100,34.2026,641.071,25.8842,100.531,100.384
