"","ObservationID","AccSpeciesID","AccSpeciesName","Latitude","Longitude","14_Leaf nitrogen (N) content per leaf dry mass_mg/g","13_Leaf carbon (C) content per leaf dry mass_mg/g","15_Leaf phosphorus (P) content per leaf dry mass_mg/g","44_Leaf potassium (K) content per leaf dry mass_mg/g"
"1521",5782433,30000,"Hypericum maculatum",46.855967,11.004567,NA,464.7409821,NA,NA
"1522",5784162,64360,"Cirsium simplex",43.44,41.69,NA,NA,1.370637535,NA
"1523",5784163,64360,"Cirsium simplex",43.44,41.69,NA,NA,1.376426736,NA
"1524",5784164,64360,"Cirsium simplex",43.44,41.69,NA,NA,1.081607169,NA
"1525",5784165,64360,"Cirsium simplex",43.44,41.69,NA,NA,1.043498084,NA
"1526",5784166,64360,"Cirsium simplex",43.44,41.69,NA,NA,1.27969432,NA
"1527",5784581,29998,"Hypericum linarioides",43.428472,41.693999,NA,NA,1.987002218,NA
"1528",5784582,29998,"Hypericum linarioides",43.428472,41.693999,NA,NA,1.536617538,NA
"1529",5784583,29998,"Hypericum linarioides",43.428472,41.693999,NA,NA,1.593865291,NA
"1530",5784584,29998,"Hypericum linarioides",43.428472,41.693999,NA,NA,1.539229433,NA
"1531",5784585,29998,"Hypericum linarioides",43.428472,41.693999,NA,NA,1.384834286,NA
"1532",5784586,30000,"Hypericum maculatum",46.855967,11.004567,NA,NA,1.374471357,NA
"1533",6066518,48859,"Schizachyrium scoparium",NA,NA,15.427,465.41,NA,NA
"1534",6066519,48859,"Schizachyrium scoparium",NA,NA,8.7986,447.06,NA,NA
"1535",6066520,48859,"Schizachyrium scoparium",NA,NA,12.161,442.7,NA,NA
"1536",6066521,48859,"Schizachyrium scoparium",NA,NA,11.483,482.72,NA,NA
"1537",6066522,48859,"Schizachyrium scoparium",NA,NA,15.063,455.29,NA,NA
"1538",6066542,51135,"Sorghastrum nutans",NA,NA,11.239,451.58,NA,NA
"1539",6066543,51135,"Sorghastrum nutans",NA,NA,11.048,442.04,NA,NA
"1540",6066544,51135,"Sorghastrum nutans",NA,NA,8.0297,431.81,NA,NA
"1541",6081308,13049,"Cirsium oleraceum",50.95,11.625,17.995008674033,409.735478797077,NA,NA
"1542",6081309,13049,"Cirsium oleraceum",50.95,11.625,16.3906512349178,409.127869275092,NA,NA
"1543",6081310,13049,"Cirsium oleraceum",50.95,11.625,15.4365963499179,395.230101026843,NA,NA
"1544",6081311,13049,"Cirsium oleraceum",50.95,11.625,22.815808515804,394.547729724284,NA,NA
"1545",6081312,13049,"Cirsium oleraceum",50.95,11.625,15.5377072519082,404.713960654157,NA,NA
"1546",6081313,13049,"Cirsium oleraceum",50.95,11.625,13.9780927172592,395.520759838118,NA,NA
"1547",6081314,13049,"Cirsium oleraceum",50.95,11.625,17.8130760605122,387.463499588023,NA,NA
"1548",6081315,13049,"Cirsium oleraceum",50.95,11.625,23.1051421583729,438.038079843259,NA,NA
"1549",6081316,13049,"Cirsium oleraceum",50.95,11.625,27.5741867804166,398.47709700958,NA,NA
"1550",6081317,13049,"Cirsium oleraceum",50.95,11.625,24.4821739356148,396.696678570674,NA,NA
"1551",6081318,13049,"Cirsium oleraceum",50.95,11.625,25.7657882595676,408.591915799287,NA,NA
"1552",6081319,13049,"Cirsium oleraceum",50.95,11.625,23.8204875474002,402.497786974887,NA,NA
"1553",6081320,13049,"Cirsium oleraceum",50.95,11.625,26.9030716309559,412.399085491071,NA,NA
"1554",6214251,449450,"Pterocaulon serrulatum var. velutinum",-17.896,137.101,15.05448322,472.4952164,NA,NA
"1555",6214262,29980,"Hypericum gramineum",-17.355,137.158,16.06915278,461.92275,NA,NA
"1556",6214339,44871,"Pterocaulon sphacelatum",-26.278,134.999,16.83728885,114.3871622,NA,NA
"1557",6215120,13016,"Cirsium arvense",51.060832,4.429857,23.7498459841888,495.07751555298,1.9536646785951,19.1520941020543
"1558",6215121,13016,"Cirsium arvense",51.050452,4.432147,21.2848763825152,482.786895540126,1.65957661290323,19.6606653225806
"1559",6215122,13049,"Cirsium oleraceum",51.060832,4.429857,31.2919818516094,436.959672675483,4.15128256513026,23.54749498998
"1560",6215123,13049,"Cirsium oleraceum",51.050452,4.432147,30.0459416269058,432.737262858579,3.23306772908367,23.5462151394422
"1561",6215124,13049,"Cirsium oleraceum",51.050452,4.432147,21.0622138449696,433.071750457384,2.54605577689243,21.6623505976096
"1562",6215132,23289,"Eupatorium cannabinum",50.951474,5.430897,27.5939415571913,429.641165032717,3.96325301204819,11.3339959839357
"1563",6215147,30010,"Hypericum perforatum",50.861312,4.665949,21.0920051388477,424.838504230734,7.52411646586345,11.7938353413655
"1564",6215161,46948,"Rubus caesius",50.861312,4.665949,17.2324340349837,409.528072684469,3.04073852295409,12.5470259481038
"1565",6218443,449450,"Pterocaulon serrulatum var. velutinum",-17.896,137.101,15.0544832035003,NA,NA,NA
"1566",6218454,29980,"Hypericum gramineum",-17.355,137.158,16.0691527377482,NA,NA,NA
"1567",6218531,44871,"Pterocaulon sphacelatum",-26.278,134.999,16.8372889090156,NA,NA,NA
"1568",6233552,34627,"Lyonia lucida",29.70433,-81.99178,12.6,531.9,0.64,NA
"1569",6233557,34627,"Lyonia lucida",29.70433,-81.99178,12.4,545.8,0.8,NA
"1570",6233572,34627,"Lyonia lucida",29.70997,-81.96843,11.5,547.3,0.62,NA
"1571",6233601,34627,"Lyonia lucida",29.70236,-82.00886,11,545.3,0.5,NA
"1572",6233662,34627,"Lyonia lucida",29.69519,-81.95411,9.4,541.4,0.53,NA
"1573",6234141,34626,"Lyonia ligustrina",42.54035,-72.17522,23.13,488.62,1.51,NA
"1574",6234142,34626,"Lyonia ligustrina",42.54035,-72.17522,19.11,505.54,1.08,NA
"1575",6234143,34626,"Lyonia ligustrina",42.54035,-72.17522,21.5,481.87,1.04,NA
"1576",6234219,34626,"Lyonia ligustrina",42.52941,-72.18375,21.53,488.33,1.12,NA
"1577",6234301,34628,"Lyonia mariana",29.69556,-81.954,18.7,496.6,NA,NA
"1578",6234308,5518,"Asimina angustifolia",29.68588,-81.97422,20.9,440.7,NA,NA
"1579",6234309,407070,"Asimina speciosa",29.68588,-81.97422,17.8,430.1,NA,NA
"1580",6234319,34622,"Lyonia ferruginea",29.69785,-81.9586,18.2,495.3,NA,NA
"1581",6234320,64563,"Hypericum fasciculatum",29.69785,-81.9586,16,509.8,NA,NA
"1582",6234336,5520,"Asimina pygmaea",29.70023,-82.01736,23.7,447.3,NA,NA
"1583",6234342,5519,"Asimina parviflora",29.6935,-82.01853,42.1,436.1,NA,NA
"1584",6234374,5519,"Asimina parviflora",32.96249,-87.41544,21.6,455.7,NA,NA
"1585",6234419,71125,"Rubus trivialis",32.89059,-87.444,17.6,424.2,NA,NA
"1586",6234427,225616,"Eupatorium rotundifolium",32.89059,-87.444,17.98,451.35,NA,NA
"1587",6234447,421856,"Dichanthelium sp",32.89059,-87.444,17,451.4,NA,NA
"1588",6234473,34626,"Lyonia ligustrina",37.37648,-80.52499,18.6,476.2,NA,NA
"1589",6234483,30010,"Hypericum perforatum",37.374969,-80.53663,24.2,459.5,NA,NA
"1590",6242896,51135,"Sorghastrum nutans",37.69667,-89.24194,9,NA,NA,NA
"1591",6242897,51135,"Sorghastrum nutans",37.69667,-89.24194,10.3,NA,NA,NA
"1592",6242898,51135,"Sorghastrum nutans",37.69667,-89.24194,11.5,NA,NA,NA
"1593",6242899,51135,"Sorghastrum nutans",37.69667,-89.24194,9.4,NA,NA,NA
"1594",6242900,51135,"Sorghastrum nutans",37.69667,-89.24194,13.9,NA,NA,NA
"1595",6242901,51135,"Sorghastrum nutans",37.69667,-89.24194,13.1,NA,NA,NA
"1596",6242902,51135,"Sorghastrum nutans",37.69667,-89.24194,11.2,NA,NA,NA
"1597",6242903,51135,"Sorghastrum nutans",37.69667,-89.24194,11.5,NA,NA,NA
"1598",6242904,51135,"Sorghastrum nutans",37.69667,-89.24194,10.4,NA,NA,NA
"1599",6242905,51135,"Sorghastrum nutans",37.69667,-89.24194,9,NA,NA,NA
"1600",6242906,51135,"Sorghastrum nutans",37.69667,-89.24194,9,NA,NA,NA
"1601",6242907,51135,"Sorghastrum nutans",37.69667,-89.24194,9.6,NA,NA,NA
"1602",6242908,51135,"Sorghastrum nutans",37.69667,-89.24194,9.6,NA,NA,NA
"1603",6242909,51135,"Sorghastrum nutans",37.69667,-89.24194,9,NA,NA,NA
"1604",6242910,51135,"Sorghastrum nutans",37.69667,-89.24194,8.7,NA,NA,NA
"1605",6242911,51135,"Sorghastrum nutans",37.69667,-89.24194,8.4,NA,NA,NA
"1606",6242912,51135,"Sorghastrum nutans",37.69667,-89.24194,8.4,NA,NA,NA
"1607",6242913,51135,"Sorghastrum nutans",37.69667,-89.24194,8.8,NA,NA,NA
"1608",6242914,51135,"Sorghastrum nutans",37.69667,-89.24194,8.5,NA,NA,NA
"1609",6242915,51135,"Sorghastrum nutans",37.69667,-89.24194,7.7,NA,NA,NA
"1610",6242918,48859,"Schizachyrium scoparium",37.69667,-89.24194,8,NA,NA,NA
"1611",6242919,48859,"Schizachyrium scoparium",37.69667,-89.24194,7.9,NA,NA,NA
"1612",6242920,48859,"Schizachyrium scoparium",37.69667,-89.24194,7.3,NA,NA,NA
"1613",6242921,48859,"Schizachyrium scoparium",37.69667,-89.24194,6.9,NA,NA,NA
"1614",6242922,48859,"Schizachyrium scoparium",37.69667,-89.24194,7.5,NA,NA,NA
"1615",6242923,48859,"Schizachyrium scoparium",37.69667,-89.24194,8.6,NA,NA,NA
"1616",6242924,48859,"Schizachyrium scoparium",37.69667,-89.24194,8.1,NA,NA,NA
"1617",6242925,48859,"Schizachyrium scoparium",37.69667,-89.24194,7.9,NA,NA,NA
"1618",6242926,48859,"Schizachyrium scoparium",37.69667,-89.24194,7.7,NA,NA,NA
"1619",6242927,48859,"Schizachyrium scoparium",37.69667,-89.24194,7.7,NA,NA,NA
"1620",6242928,48859,"Schizachyrium scoparium",37.69667,-89.24194,9.7,NA,NA,NA
"1621",6242929,48859,"Schizachyrium scoparium",37.69667,-89.24194,9.3,NA,NA,NA
"1622",6242930,48859,"Schizachyrium scoparium",37.69667,-89.24194,8.4,NA,NA,NA
"1623",6242931,48859,"Schizachyrium scoparium",37.69667,-89.24194,9.6,NA,NA,NA
"1624",6242932,48859,"Schizachyrium scoparium",37.69667,-89.24194,9.9,NA,NA,NA
"1625",6242933,48859,"Schizachyrium scoparium",37.69667,-89.24194,11.5,NA,NA,NA
"1626",6242934,48859,"Schizachyrium scoparium",37.69667,-89.24194,8.5,NA,NA,NA
"1627",6242935,48859,"Schizachyrium scoparium",37.69667,-89.24194,9,NA,NA,NA
"1628",6242936,48859,"Schizachyrium scoparium",37.69667,-89.24194,8.9,NA,NA,NA
"1629",6242937,48859,"Schizachyrium scoparium",37.69667,-89.24194,9.1,NA,NA,NA
"1630",6243402,40121,"Panicum virgatum",37.69667,-89.24194,13.5,NA,NA,NA
"1631",6243403,40121,"Panicum virgatum",37.69667,-89.24194,16,NA,NA,NA
"1632",6243404,40121,"Panicum virgatum",37.69667,-89.24194,14.1,NA,NA,NA
"1633",6243405,40121,"Panicum virgatum",37.69667,-89.24194,13.8,NA,NA,NA
"1634",6243406,40121,"Panicum virgatum",37.69667,-89.24194,14.2,NA,NA,NA
"1635",6243407,40121,"Panicum virgatum",37.69667,-89.24194,12.6,NA,NA,NA
"1636",6243408,40121,"Panicum virgatum",37.69667,-89.24194,13.4,NA,NA,NA
"1637",6243409,40121,"Panicum virgatum",37.69667,-89.24194,15.1,NA,NA,NA
"1638",6243410,40121,"Panicum virgatum",37.69667,-89.24194,14.1,NA,NA,NA
"1639",6243411,40121,"Panicum virgatum",37.69667,-89.24194,16,NA,NA,NA
"1640",6243412,40121,"Panicum virgatum",37.69667,-89.24194,14.4,NA,NA,NA
"1641",6243413,40121,"Panicum virgatum",37.69667,-89.24194,14.3,NA,NA,NA
"1642",6243414,40121,"Panicum virgatum",37.69667,-89.24194,16.2,NA,NA,NA
"1643",6243415,40121,"Panicum virgatum",37.69667,-89.24194,14.7,NA,NA,NA
"1644",6243416,40121,"Panicum virgatum",37.69667,-89.24194,15.8,NA,NA,NA
"1645",6243417,40121,"Panicum virgatum",37.69667,-89.24194,13.5,NA,NA,NA
"1646",6243418,40121,"Panicum virgatum",37.69667,-89.24194,10.1,NA,NA,NA
"1647",6243419,40121,"Panicum virgatum",37.69667,-89.24194,13.8,NA,NA,NA
"1648",6243420,40121,"Panicum virgatum",37.69667,-89.24194,16.4,NA,NA,NA
"1649",6243421,40121,"Panicum virgatum",37.69667,-89.24194,16.8,NA,NA,NA
"1650",6251632,13016,"Cirsium arvense",52.44764,-0.184636,14.2718726914884,340.14114130037,NA,NA
"1651",6251633,13051,"Cirsium palustre",52.66991,1.526693,15.7915804156207,335.263536347126,NA,NA
"1652",6251639,23289,"Eupatorium cannabinum",52.66991,1.526693,27.5066399375416,420.011109552864,NA,NA
"1653",6251643,25487,"Galium aparine",52.66991,1.526693,44.9365672684175,380.883301321376,NA,NA
"1654",6251650,30021,"Hypericum tetrapterum",52.66991,1.526693,15.7567086851724,421.884359477961,NA,NA
"1655",6347133,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.8062839830429,567.44,NA,NA
"1656",6347134,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.4016022611338,564.05,NA,NA
"1657",6347135,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.741591335119,570.77,NA,NA
"1658",6347136,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.5803968604882,576.18,NA,NA
"1659",6347137,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.155931138737,566.29,NA,NA
"1660",6347138,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.2702915585024,564.04,NA,NA
"1661",6347139,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.6195379598652,573.27,NA,NA
"1662",6347140,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,25.297683404969,550.66,NA,NA
"1663",6347141,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.2132138433795,558.83,NA,NA
"1664",6347142,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.6899855147183,543.74,NA,NA
"1665",6347143,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.5895466186215,559.84,NA,NA
"1666",6347144,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.5474068310325,574.64,NA,NA
"1667",6347145,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.5641712658146,572.91,NA,NA
"1668",6347146,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,23.4182706722618,543.23,NA,NA
"1669",6347147,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,25.4713223054592,561.11,NA,NA
"1670",6347148,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.6424403365663,565.47,NA,NA
"1671",6347149,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.7449832967062,570.5,NA,NA
"1672",6347150,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,25.4554109181571,545,NA,NA
"1673",6347151,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.6739174134554,569.82,NA,NA
"1674",6347152,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.3031420373545,558.5,NA,NA
"1675",6347153,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,23.1083785827937,487.77,NA,NA
"1676",6347154,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,18.6762791133043,502,NA,NA
"1677",6347155,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,20.2158543066991,502,NA,NA
"1678",6347156,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,20.0047552192036,489.24,NA,NA
"1679",6347157,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,21.8429021138927,495.27,NA,NA
"1680",6347158,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,20.6627437611972,493.04,NA,NA
"1681",6347159,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,24.3918223220615,508.25,NA,NA
"1682",6347160,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,20.9683213040248,506.43,NA,NA
"1683",6347161,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,18.6756666209579,480.07,NA,NA
"1684",6347162,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,20.7665898149184,474.46,NA,NA
"1685",6347163,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.6749387641088,490.09,NA,NA
"1686",6347164,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.5291397765802,465,NA,NA
"1687",6347165,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.5311508941884,488.81,NA,NA
"1688",6347166,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.6195609147451,478.74,NA,NA
"1689",6347167,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.3016212170487,488.04,NA,NA
"1690",6347168,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.4396079537463,479.35,NA,NA
"1691",6347169,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,33.2360996615355,480.1,NA,NA
"1692",6347170,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.8482856448232,474.24,NA,NA
"1693",6347171,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.5997577760564,468.42,NA,NA
"1694",6347172,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.6222715746203,478.76,NA,NA
"1695",6347173,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.1356544696285,482.57,NA,NA
"1696",6347174,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.8699588402615,488.01,NA,NA
"1697",6347175,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.8745245443142,490.05,NA,NA
"1698",6347176,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,33.7667354554678,482.17,NA,NA
"1699",6347177,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.3988655631802,472.92,NA,NA
"1700",6347178,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.9389420111113,481.35,NA,NA
"1701",6347179,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.4340177394916,488.04,NA,NA
"1702",6347180,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.8271572882375,485.36,NA,NA
"1703",6347181,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.5805534664362,482.08,NA,NA
"1704",6347182,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.6836645740728,486,NA,NA
"1705",6347183,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.4815508366918,464.73,NA,NA
"1706",6347184,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.6207899775448,497.24,NA,NA
"1707",6347185,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.335747128848,478.21,NA,NA
"1708",6347186,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.635487278522,465.71,NA,NA
"1709",6347187,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.6544432954816,480.8,NA,NA
"1710",6347188,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.1092037243508,476.13,NA,NA
"1711",6347189,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.2428954769717,480.29,NA,NA
"1712",6347190,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.0945167605887,480.34,NA,NA
"1713",6347191,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.5638307430231,551.64,NA,NA
"1714",6347192,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.4558763995675,481.36,NA,NA
"1715",6347193,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.263433133617,489.96,NA,NA
"1716",6347194,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.2454906951444,472.68,NA,NA
"1717",6347195,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.7721870440349,479.07,NA,NA
"1718",6347196,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.3550619778057,482.59,NA,NA
"1719",6347197,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.7863683109979,474.96,NA,NA
"1720",6347198,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.0643834830227,475.46,NA,NA
"1721",6347199,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.344956163763,475.5,NA,NA
"1722",6347200,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,34.0021358563868,471.81,NA,NA
"1723",6347201,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.3244517444562,411.33,NA,NA
"1724",6347202,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.2095512749245,483.76,NA,NA
"1725",6347203,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.0293623929136,483.85,NA,NA
"1726",6347204,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,41.1065590778519,501.05,NA,NA
"1727",6347205,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,36.9784485910478,494.85,NA,NA
"1728",6347206,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,34.045165984651,462.1,NA,NA
"1729",6347207,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,37.1557995779459,488.29,NA,NA
"1730",6347208,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.7047480329968,490.26,NA,NA
"1731",6347209,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,34.9867628001804,489.63,NA,NA
"1732",6347210,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.0866977040175,495.82,NA,NA
"1733",6347211,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,43.7388191327691,494.76,NA,NA
"1734",6347212,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.2915121405091,489.59,NA,NA
"1735",6347213,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,36.9768532495704,488.52,NA,NA
"1736",6347214,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.4460600287678,504.39,NA,NA
"1737",6347215,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.9013577785182,483.59,NA,NA
"1738",6347216,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.7201984761045,486.65,NA,NA
"1739",6347217,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,36.6955664421161,490.86,NA,NA
"1740",6347218,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,36.5592179136571,494.76,NA,NA
"1741",6347219,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.3357961966207,492.72,NA,NA
"1742",6347220,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,34.2576885862649,483.01,NA,NA
"1743",6347221,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.3503526337837,475.16,NA,NA
"1744",6347222,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,34.0892615838652,502.76,NA,NA
"1745",6347223,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,45.0572067478646,486.95,NA,NA
"1746",6347224,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,47.7925008255968,510.81,NA,NA
"1747",6347225,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.3267281625054,488.12,NA,NA
"1748",6347226,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,37.0016759165963,481.25,NA,NA
"1749",6347227,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,53.6268178883925,513.97,NA,NA
"1750",6347228,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,44.1693242018775,504.35,NA,NA
"1751",6347229,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.8045622164798,501.7,NA,NA
"1752",6347230,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.7240065650047,485.78,NA,NA
"1753",6347231,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.5408866568193,481.7,NA,NA
"1754",6347232,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,34.2287186251302,479.52,NA,NA
"1755",6347233,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,46.8964327337633,488.75,NA,NA
"1756",6347234,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,37.1201643660129,485.54,NA,NA
"1757",6347235,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,40.4502352650586,501.07,NA,NA
"1758",6347236,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,43.6382362813122,499.93,NA,NA
"1759",6347237,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.7122828216042,471.07,NA,NA
"1760",6347238,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,36.6117863648156,473.31,NA,NA
"1761",6347239,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,38.2125636892054,481.53,NA,NA
"1762",6347310,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,35.2088043290448,468.02,NA,NA
"1763",6347311,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.2394078019011,456.98,NA,NA
"1764",6347312,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.8788756941239,467.62,NA,NA
"1765",6347313,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,27.0387033813732,464.47,NA,NA
"1766",6347314,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.2565881203166,441.46,NA,NA
"1767",6347315,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.2639306621346,472.92,NA,NA
"1768",6347316,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,25.6721363575886,468.93,NA,NA
"1769",6347317,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,28.9045121501163,459.06,NA,NA
"1770",6347318,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,31.5443297522153,450.36,NA,NA
"1771",6347319,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,20.51836181049,441.3,NA,NA
"1772",6347320,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,29.9929311774184,460.73,NA,NA
"1773",6347321,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,26.5192147114546,475.52,NA,NA
"1774",6347322,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,30.2199553641771,475.9,NA,NA
"1775",6347323,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,33.7101787997472,464.41,NA,NA
"1776",6347324,254975,"Prosopis glandulosa var. glandulosa",27.6475,98.0814,32.2804189806943,477.9,NA,NA
"1777",6430483,51135,"Sorghastrum nutans",37.695,-89.239,11.5100753307343,NA,NA,NA
"1778",6430484,51135,"Sorghastrum nutans",37.695,-89.239,12.1323883533478,NA,NA,NA
"1779",6430485,51135,"Sorghastrum nutans",37.695,-89.239,8.2175612449646,NA,NA,NA
"1780",6430486,51135,"Sorghastrum nutans",37.695,-89.239,13.4015941619873,NA,NA,NA
"1781",6430487,51135,"Sorghastrum nutans",37.695,-89.239,9.63541567325592,NA,NA,NA
"1782",6430488,51135,"Sorghastrum nutans",37.695,-89.239,11.4929223060608,NA,NA,NA
